GCA_001766905.1	Acidobacteria bacterium RBG_13_68_16
GCA_002402485.1	Holophagales bacterium UBA4812
GCA_002414905.1	Holophagales bacterium UBA5066
GCA_002424725.1	Holophagales bacterium UBA5607
GCA_002420005.1	Holophagales bacterium UBA5704
GCA_002393025.1	Holosporaceae bacterium UBA3830
GCA_002426825.1	Holosporaceae bacterium UBA5542
GCA_002500565.1	Holosporaceae bacterium UBA7879
GCA_002307275.1	Hungateiclostridiaceae bacterium UBA1305
GCA_002376665.1	Hungateiclostridiaceae bacterium UBA3548
GCA_002375885.1	Hungateiclostridiaceae bacterium UBA3577
GCA_002386045.1	Hungateiclostridiaceae bacterium UBA3922
GCA_002385815.1	Hungateiclostridiaceae bacterium UBA3934
GCA_002317485.1	Hungatella hathewayi
GCA_002339405.1	Hungatella sp. UBA2583
GCA_002367785.1	Hungatella sp. UBA3037
GCA_002367105.1	Hungatella sp. UBA3048
GCA_002365025.1	Hungatella sp. UBA3147
GCA_002358555.1	Hungatella sp. UBA3402
GCA_002389905.1	Hungatella sp. UBA4396
GCA_002387015.1	Hungatella sp. UBA4568
GCA_002409995.1	Hungatella sp. UBA5385
GCA_002421335.1	Hungatella sp. UBA5640
GCA_002418405.1	Hungatella sp. UBA5787
GCA_002429965.1	Hungatella sp. UBA5982
GCA_002455735.1	Hungatella sp. UBA6642
GCA_002478865.1	Hungatella sp. UBA7603
GCA_002323235.1	Hydrogenovibrio sp. UBA1537
GCA_002366515.1	Hydrogenovibrio sp. UBA3092
GCA_002299245.1	Hydrogenovibrio sp. UBA650
GCA_002299205.1	Hydrogenovibrio sp. UBA653
GCA_002299585.1	Hydrogenovibrio sp. UBA654
GCA_002342165.1	Hylemonella sp. UBA2468
GCA_002359555.1	Hylemonella sp. UBA2652
GCA_002454975.1	Hylemonella sp. UBA6679
GCA_002352635.1	Hyphomicrobiaceae bacterium UBA2767
GCA_002383105.1	Hyphomicrobiaceae bacterium UBA4118
GCA_002390155.1	Hyphomicrobiaceae bacterium UBA4460
GCA_002405395.1	Hyphomicrobiaceae bacterium UBA4662
GCA_002405275.1	Hyphomicrobiaceae bacterium UBA4668
GCA_002404235.1	Hyphomicrobiaceae bacterium UBA4725
GCA_002404045.1	Hyphomicrobiaceae bacterium UBA4734
GCA_002482645.1	Hyphomicrobiaceae bacterium UBA7697
GCA_002291875.1	Hyphomonadaceae bacterium UBA1001
GCA_002322775.1	Hyphomonadaceae bacterium UBA1595
GCA_002338565.1	Hyphomonadaceae bacterium UBA1849
GCA_002337085.1	Hyphomonadaceae bacterium UBA1933
GCA_002336965.1	Hyphomonadaceae bacterium UBA1942
GCA_002343395.1	Hyphomonadaceae bacterium UBA2389
GCA_002403455.1	Hyphomonadaceae bacterium UBA4763
GCA_002415585.1	Hyphomonadaceae bacterium UBA5102
GCA_002413605.1	Hyphomonadaceae bacterium UBA5161
GCA_002408145.1	Hyphomonadaceae bacterium UBA5334
GCA_002408125.1	Hyphomonadaceae bacterium UBA5336
GCA_002411065.1	Hyphomonadaceae bacterium UBA5341
GCA_002299045.1	Hyphomonadaceae bacterium UBA684
GCA_002483825.1	Hyphomonadaceae bacterium UBA7638
GCA_002483135.1	Hyphomonadaceae bacterium UBA7672
GCA_002325565.1	Hyphomonas sp. UBA1469
GCA_002325505.1	Hyphomonas sp. UBA1472
GCA_002330945.1	Hyphomonas sp. UBA1474
GCA_002337695.1	Hyphomonas sp. UBA1899
GCA_002337445.1	Hyphomonas sp. UBA1914
GCA_002337285.1	Hyphomonas sp. UBA1923
GCA_002341245.1	Hyphomonas sp. UBA2515
GCA_002359515.1	Hyphomonas sp. UBA2654
GCA_002359395.1	Hyphomonas sp. UBA2660
GCA_002354525.1	Hyphomonas sp. UBA2691
GCA_002366485.1	Hyphomonas sp. UBA3195
GCA_002363795.1	Hyphomonas sp. UBA3201
GCA_002376305.1	Hyphomonas sp. UBA3592
GCA_002375365.1	Hyphomonas sp. UBA3596
GCA_002375605.1	Hyphomonas sp. UBA3601
GCA_002385025.1	Hyphomonas sp. UBA3973
GCA_002384465.1	Hyphomonas sp. UBA3988
GCA_002383005.1	Hyphomonas sp. UBA4208
GCA_002389085.1	Hyphomonas sp. UBA4484
GCA_002388935.1	Hyphomonas sp. UBA4494
GCA_002388685.1	Hyphomonas sp. UBA4505
GCA_002388625.1	Hyphomonas sp. UBA4508
GCA_002388565.1	Hyphomonas sp. UBA4510
GCA_002415705.1	Hyphomonas sp. UBA5091
GCA_002415545.1	Hyphomonas sp. UBA5107
GCA_002414505.1	Hyphomonas sp. UBA5111
GCA_002375575.1	Idiomarina abyssalis
GCA_002375265.1	Idiomarina abyssalis
GCA_002365655.1	Idiomarina abyssalis
GCA_002360435.1	Idiomarina abyssalis
GCA_002382935.1	Idiomarina abyssalis
GCA_002416025.1	Idiomarina abyssalis
GCA_002416135.1	Idiomarina abyssalis
GCA_002354515.1	Idiomarina abyssalis
GCA_002354395.1	Idiomarina abyssalis
GCA_002325725.1	Idiomarina abyssalis
GCA_002295405.1	Idiomarina baltica
GCA_002325405.1	Idiomarina sp. UBA1478
GCA_002325325.1	Idiomarina sp. UBA1482
GCA_002352855.1	Idiomarina sp. UBA1919
GCA_002364475.1	Idiomarina sp. UBA3162
GCA_002364295.1	Idiomarina sp. UBA3176
GCA_002384375.1	Idiomarina sp. UBA3992
GCA_002383015.1	Idiomarina sp. UBA4206
GCA_002383045.1	Idiomarina sp. UBA4211
GCA_002388375.1	Idiomarina sp. UBA4519
GCA_002388365.1	Idiomarina sp. UBA4520
GCA_002413125.1	Idiomarina sp. UBA5185
GCA_002423905.1	Idiomarina sp. UBA6142
GCA_002450685.1	Idiomarina sp. UBA6937
GCA_002347195.1	Ignavibacteria bacterium UBA2268
GCA_002345185.1	Ignavibacteria bacterium UBA2319
GCA_002345065.1	Ignavibacteria bacterium UBA2324
GCA_002344965.1	Ignavibacteria bacterium UBA2330
GCA_002344895.1	Ignavibacteria bacterium UBA2333
GCA_002344545.1	Ignavibacteria bacterium UBA2350
GCA_002344465.1	Ignavibacteria bacterium UBA2353
GCA_002344125.1	Ignavibacteria bacterium UBA2360
GCA_002344005.1	Ignavibacteria bacterium UBA2373
GCA_002343245.1	Ignavibacteria bacterium UBA2403
GCA_002343205.1	Ignavibacteria bacterium UBA2408
GCA_002343575.1	Ignavibacteria bacterium UBA2418
GCA_002351945.1	Ignavibacteria bacterium UBA2799
GCA_002405405.1	Ignavibacteria bacterium UBA4661
GCA_002426145.1	Ignavibacteria bacterium UBA5521
GCA_002425085.1	Ignavibacteria bacterium UBA5590
GCA_002418685.1	Ignavibacteria bacterium UBA5771
GCA_002418165.1	Ignavibacteria bacterium UBA5798
GCA_002423525.1	Ignavibacteria bacterium UBA6104
GCA_002455255.1	Ignavibacteria bacterium UBA6667
GCA_002455155.1	Ignavibacteria bacterium UBA6670
GCA_002455115.1	Ignavibacteria bacterium UBA6672
GCA_002454845.1	Ignavibacteria bacterium UBA6688
GCA_002451155.1	Ignavibacteria bacterium UBA6906
GCA_002483085.1	Ignavibacteria bacterium UBA7675
GCA_002293005.1	Ignavibacteria bacterium UBA961
GCA_002307295.1	Ignavibacteriales bacterium UBA1304
GCA_002322495.1	Ignavibacteriales bacterium UBA1563
GCA_002435365.1	Ignavibacteriales bacterium UBA6490
GCA_002320075.1	Intestinimonas sp. UBA1698
GCA_002477135.1	Janibacter sp. UBA7490
GCA_002428965.1	Jejuia sp. UBA6058
GCA_002362805.1	Jonesiaceae bacterium UBA3243
GCA_002363295.1	Jonesiaceae bacterium UBA3247
GCA_002376595.1	Jonesiaceae bacterium UBA3555
GCA_002419615.1	Jonesiaceae bacterium UBA5723
GCA_002351115.1	Kandleria sp. UBA2833
GCA_002351105.1	Kandleria sp. UBA2835
GCA_002349165.1	Kandleria sp. UBA2934
GCA_002362095.1	Kandleria sp. UBA3298
GCA_002374035.1	Kandleria sp. UBA3622
GCA_002373245.1	Kandleria sp. UBA3656
GCA_002372955.1	Kandleria sp. UBA3673
GCA_002371515.1	Kandleria sp. UBA3685
GCA_002372455.1	Kandleria sp. UBA3741
GCA_002371775.1	Kandleria sp. UBA3744
GCA_002368535.1	Kandleria sp. UBA3822
GCA_002392775.1	Kandleria sp. UBA3840
GCA_002380215.1	Kandleria sp. UBA4218
GCA_002396365.1	Kandleria sp. UBA4229
GCA_002395325.1	Kandleria sp. UBA4251
GCA_002393785.1	Kandleria sp. UBA4329
GCA_002450195.1	Kandleria sp. UBA6973
GCA_002449865.1	Kandleria sp. UBA6996
GCA_002450115.1	Kandleria vitulina
GCA_002449795.1	Kandleria vitulina
GCA_002396185.1	Kandleria vitulina
GCA_002392245.1	Kandleria vitulina
GCA_002373275.1	Kandleria vitulina
GCA_002372995.1	Kandleria vitulina
GCA_002365625.1	Klebsiella oxytoca
GCA_002380085.1	Klebsiella oxytoca
GCA_002385195.1	Klebsiella oxytoca
GCA_002418485.1	Klebsiella oxytoca
GCA_002420665.1	Klebsiella oxytoca
GCA_002414045.1	Klebsiella oxytoca
GCA_002477295.1	Klebsiella oxytoca
GCA_002477265.1	Klebsiella oxytoca
GCA_002479295.1	Klebsiella oxytoca
GCA_002479525.1	Klebsiella oxytoca
GCA_002478825.1	Klebsiella pneumoniae
GCA_002478325.1	Klebsiella pneumoniae
GCA_002420845.1	Klebsiella pneumoniae
GCA_002420725.1	Klebsiella pneumoniae
GCA_002434445.1	Klebsiella pneumoniae
GCA_002383205.1	Klebsiella pneumoniae
GCA_002386725.1	Klebsiella pneumoniae
GCA_002386635.1	Klebsiella pneumoniae
GCA_002367615.1	Klebsiella pneumoniae
GCA_002332855.1	Klebsiella pneumoniae
GCA_002339245.1	Klebsiella pneumoniae
GCA_002478185.1	Klebsiella variicola
GCA_002429655.1	Klebsiella variicola
GCA_002367175.1	Klebsiella variicola
GCA_002378425.1	Klebsiella variicola
GCA_002382305.1	Klebsiella variicola
GCA_002304815.1	Klebsiella variicola
GCA_002322055.1	Kocuria sp. UBA1592
GCA_002338785.1	Kocuria sp. UBA1838
GCA_002398425.1	Kocuria sp. UBA5001
GCA_002409565.1	Komagataeibacter europaeus
GCA_002339585.1	Kordiimonadaceae bacterium UBA2615
GCA_002380195.1	Kordiimonadaceae bacterium UBA4149
GCA_002390425.1	Kordiimonadaceae bacterium UBA4441
GCA_002389025.1	Kordiimonas sp. UBA4487
GCA_002305955.1	Kosmotogaceae bacterium UBA1373
GCA_002452585.1	Kosmotogaceae bacterium UBA6818
GCA_002342085.1	Kurthia sp. UBA2474
GCA_002359015.1	Kurthia sp. UBA3380
GCA_002380835.1	Kurthia sp. UBA4137
GCA_002418445.1	Kurthia sp. UBA5785
GCA_002430955.1	Kurthia sp. UBA5930
GCA_002388925.1	Labrenzia sp. UBA4493
GCA_002311665.1	Lachnoclostridium sp. UBA1175
GCA_002308955.1	Lachnoclostridium sp. UBA1241
GCA_002307215.1	Lachnoclostridium sp. UBA1308
GCA_002329645.1	Lachnoclostridium sp. UBA1434
GCA_002315495.1	Lachnoclostridium sp. UBA1781
GCA_002349525.1	Lachnoclostridium sp. UBA2905
GCA_002367035.1	Lachnoclostridium sp. UBA3051
GCA_002362575.1	Lachnoclostridium sp. UBA3262
GCA_002361175.1	Lachnoclostridium sp. UBA3320
GCA_002369525.1	Lachnoclostridium sp. UBA3775
GCA_002381775.1	Lachnoclostridium sp. UBA4112
GCA_002415425.1	Lachnoclostridium sp. UBA5132
GCA_002419585.1	Lachnoclostridium sp. UBA5725
GCA_002431395.1	Lachnoclostridium sp. UBA5890
GCA_002435545.1	Lachnoclostridium sp. UBA6475
GCA_002434335.1	Lachnoclostridium sp. UBA6558
GCA_002493555.1	Lachnoclostridium sp. UBA7084
GCA_002499945.1	Lachnoclostridium sp. UBA7097
GCA_002493135.1	Lachnoclostridium sp. UBA7118
GCA_002493085.1	Lachnoclostridium sp. UBA7122
GCA_002492175.1	Lachnoclostridium sp. UBA7129
GCA_002491735.1	Lachnoclostridium sp. UBA7153
GCA_002490545.1	Lachnoclostridium sp. UBA7210
GCA_002490465.1	Lachnoclostridium sp. UBA7215
GCA_002472045.1	Lachnoclostridium sp. UBA7290
GCA_002297865.1	Lachnoclostridium sp. UBA739
GCA_002479645.1	Lachnoclostridium sp. UBA7482
GCA_002294045.1	Lachnoclostridium sp. UBA903
GCA_002293545.1	Lachnoclostridium sp. UBA933
GCA_002372155.1	Lachnospira multipara
GCA_002351885.1	Lachnospira sp. UBA2803
GCA_002351535.1	Lachnospira sp. UBA2821
GCA_002363615.1	Lachnospira sp. UBA3212
GCA_002373495.1	Lachnospira sp. UBA3647
GCA_002371185.1	Lachnospira sp. UBA3755
GCA_002369275.1	Lachnospira sp. UBA3780
GCA_002369135.1	Lachnospira sp. UBA3790
GCA_002393145.1	Lachnospira sp. UBA3833
GCA_002392595.1	Lachnospira sp. UBA3852
GCA_002394965.1	Lachnospira sp. UBA4285
GCA_002395885.1	Lachnospira sp. UBA4290
GCA_002394565.1	Lachnospira sp. UBA4320
GCA_002394245.1	Lachnospira sp. UBA4342
GCA_002394205.1	Lachnospira sp. UBA4346
GCA_002435585.1	Lachnospira sp. UBA5912
GCA_002448355.1	Lachnospira sp. UBA7007
GCA_002316215.1	Lachnospiraceae bacterium UBA1066
GCA_002314175.1	Lachnospiraceae bacterium UBA1080
GCA_002309675.1	Lachnospiraceae bacterium UBA1201
GCA_002308255.1	Lachnospiraceae bacterium UBA1251
GCA_002308235.1	Lachnospiraceae bacterium UBA1258
GCA_002308115.1	Lachnospiraceae bacterium UBA1267
GCA_002320245.1	Lachnospiraceae bacterium UBA1683
GCA_002320155.1	Lachnospiraceae bacterium UBA1689
GCA_002317175.1	Lachnospiraceae bacterium UBA1712
GCA_002317245.1	Lachnospiraceae bacterium UBA1718
GCA_002317155.1	Lachnospiraceae bacterium UBA1721
GCA_002315945.1	Lachnospiraceae bacterium UBA1729
GCA_002314855.1	Lachnospiraceae bacterium UBA1748
GCA_002317595.1	Lachnospiraceae bacterium UBA1753
GCA_002314805.1	Lachnospiraceae bacterium UBA1755
GCA_002315555.1	Lachnospiraceae bacterium UBA1759
GCA_002314775.1	Lachnospiraceae bacterium UBA1760
GCA_002314715.1	Lachnospiraceae bacterium UBA1766
GCA_002315255.1	Lachnospiraceae bacterium UBA1778
GCA_002314255.1	Lachnospiraceae bacterium UBA1818
GCA_002353765.1	Lachnospiraceae bacterium UBA2727
GCA_002353755.1	Lachnospiraceae bacterium UBA2731
GCA_002353635.1	Lachnospiraceae bacterium UBA2734
GCA_002351605.1	Lachnospiraceae bacterium UBA2815
GCA_002351595.1	Lachnospiraceae bacterium UBA2816
GCA_002351995.1	Lachnospiraceae bacterium UBA2818
GCA_002351265.1	Lachnospiraceae bacterium UBA2824
GCA_002351275.1	Lachnospiraceae bacterium UBA2825
GCA_002351235.1	Lachnospiraceae bacterium UBA2826
GCA_002351155.1	Lachnospiraceae bacterium UBA2830
GCA_002350685.1	Lachnospiraceae bacterium UBA2856
GCA_002350625.1	Lachnospiraceae bacterium UBA2860
GCA_002350525.1	Lachnospiraceae bacterium UBA2864
GCA_002350465.1	Lachnospiraceae bacterium UBA2868
GCA_002350185.1	Lachnospiraceae bacterium UBA2882
GCA_002350165.1	Lachnospiraceae bacterium UBA2885
GCA_002349805.1	Lachnospiraceae bacterium UBA2886
GCA_002349765.1	Lachnospiraceae bacterium UBA2887
GCA_002349725.1	Lachnospiraceae bacterium UBA2888
GCA_002350125.1	Lachnospiraceae bacterium UBA2891
GCA_002349605.1	Lachnospiraceae bacterium UBA2896
GCA_002350035.1	Lachnospiraceae bacterium UBA2901
GCA_002349545.1	Lachnospiraceae bacterium UBA2904
GCA_002350005.1	Lachnospiraceae bacterium UBA2906
GCA_002349955.1	Lachnospiraceae bacterium UBA2911
GCA_002349455.1	Lachnospiraceae bacterium UBA2912
GCA_002349225.1	Lachnospiraceae bacterium UBA2932
GCA_002349145.1	Lachnospiraceae bacterium UBA2935
GCA_002349115.1	Lachnospiraceae bacterium UBA2936
GCA_002349005.1	Lachnospiraceae bacterium UBA2942
GCA_002348625.1	Lachnospiraceae bacterium UBA2948
GCA_002363495.1	Lachnospiraceae bacterium UBA3226
GCA_002362385.1	Lachnospiraceae bacterium UBA3273
GCA_002361735.1	Lachnospiraceae bacterium UBA3282
GCA_002361715.1	Lachnospiraceae bacterium UBA3283
GCA_002361675.1	Lachnospiraceae bacterium UBA3285
GCA_002362155.1	Lachnospiraceae bacterium UBA3287
GCA_002361475.1	Lachnospiraceae bacterium UBA3302
GCA_002361405.1	Lachnospiraceae bacterium UBA3305
GCA_002361355.1	Lachnospiraceae bacterium UBA3310
GCA_002361955.1	Lachnospiraceae bacterium UBA3316
GCA_002361095.1	Lachnospiraceae bacterium UBA3332
GCA_002358875.1	Lachnospiraceae bacterium UBA3386
GCA_002358575.1	Lachnospiraceae bacterium UBA3401
GCA_002358535.1	Lachnospiraceae bacterium UBA3404
GCA_002375385.1	Lachnospiraceae bacterium UBA3621
GCA_002373975.1	Lachnospiraceae bacterium UBA3632
GCA_002374095.1	Lachnospiraceae bacterium UBA3633
GCA_002373595.1	Lachnospiraceae bacterium UBA3638
GCA_002373875.1	Lachnospiraceae bacterium UBA3641
GCA_002373855.1	Lachnospiraceae bacterium UBA3643
GCA_002373825.1	Lachnospiraceae bacterium UBA3644
GCA_002373555.1	Lachnospiraceae bacterium UBA3645
GCA_002373155.1	Lachnospiraceae bacterium UBA3666
GCA_002371555.1	Lachnospiraceae bacterium UBA3682
GCA_002372835.1	Lachnospiraceae bacterium UBA3687
GCA_002371465.1	Lachnospiraceae bacterium UBA3689
GCA_002372815.1	Lachnospiraceae bacterium UBA3692
GCA_002372755.1	Lachnospiraceae bacterium UBA3701
GCA_002371345.1	Lachnospiraceae bacterium UBA3711
GCA_002372585.1	Lachnospiraceae bacterium UBA3731
GCA_002372545.1	Lachnospiraceae bacterium UBA3732
GCA_002371615.1	Lachnospiraceae bacterium UBA3762
GCA_002371635.1	Lachnospiraceae bacterium UBA3766
GCA_002371025.1	Lachnospiraceae bacterium UBA3772
GCA_002369255.1	Lachnospiraceae bacterium UBA3774
GCA_002368885.1	Lachnospiraceae bacterium UBA3777
GCA_002369495.1	Lachnospiraceae bacterium UBA3785
GCA_002369385.1	Lachnospiraceae bacterium UBA3795
GCA_002368685.1	Lachnospiraceae bacterium UBA3801
GCA_002369155.1	Lachnospiraceae bacterium UBA3802
GCA_002368665.1	Lachnospiraceae bacterium UBA3804
GCA_002368575.1	Lachnospiraceae bacterium UBA3814
GCA_002369325.1	Lachnospiraceae bacterium UBA3820
GCA_002368865.1	Lachnospiraceae bacterium UBA3821
GCA_002393095.1	Lachnospiraceae bacterium UBA3826
GCA_002393035.1	Lachnospiraceae bacterium UBA3828
GCA_002392705.1	Lachnospiraceae bacterium UBA3845
GCA_002392885.1	Lachnospiraceae bacterium UBA3847
GCA_002392655.1	Lachnospiraceae bacterium UBA3850
GCA_002392425.1	Lachnospiraceae bacterium UBA3861
GCA_002392385.1	Lachnospiraceae bacterium UBA3863
GCA_002392355.1	Lachnospiraceae bacterium UBA3865
GCA_002392345.1	Lachnospiraceae bacterium UBA3866
GCA_002379415.1	Lachnospiraceae bacterium UBA4222
GCA_002395705.1	Lachnospiraceae bacterium UBA4226
GCA_002395635.1	Lachnospiraceae bacterium UBA4228
GCA_002395545.1	Lachnospiraceae bacterium UBA4237
GCA_002396245.1	Lachnospiraceae bacterium UBA4239
GCA_002395235.1	Lachnospiraceae bacterium UBA4260
GCA_002395185.1	Lachnospiraceae bacterium UBA4265
GCA_002395025.1	Lachnospiraceae bacterium UBA4280
GCA_002395945.1	Lachnospiraceae bacterium UBA4281
GCA_002395865.1	Lachnospiraceae bacterium UBA4292
GCA_002394535.1	Lachnospiraceae bacterium UBA4316
GCA_002394525.1	Lachnospiraceae bacterium UBA4317
GCA_002394505.1	Lachnospiraceae bacterium UBA4322
GCA_002393735.1	Lachnospiraceae bacterium UBA4338
GCA_002394165.1	Lachnospiraceae bacterium UBA4348
GCA_002394035.1	Lachnospiraceae bacterium UBA4355
GCA_002393955.1	Lachnospiraceae bacterium UBA4364
GCA_002393565.1	Lachnospiraceae bacterium UBA4366
GCA_002393885.1	Lachnospiraceae bacterium UBA4368
GCA_002391125.1	Lachnospiraceae bacterium UBA4378
GCA_002390025.1	Lachnospiraceae bacterium UBA4380
GCA_002391105.1	Lachnospiraceae bacterium UBA4381
GCA_002406035.1	Lachnospiraceae bacterium UBA4630
GCA_002406015.1	Lachnospiraceae bacterium UBA4631
GCA_002404515.1	Lachnospiraceae bacterium UBA4711
GCA_002404455.1	Lachnospiraceae bacterium UBA4714
GCA_002397985.1	Lachnospiraceae bacterium UBA4920
GCA_002397385.1	Lachnospiraceae bacterium UBA4957
GCA_002414075.1	Lachnospiraceae bacterium UBA5131
GCA_002427405.1	Lachnospiraceae bacterium UBA5452
GCA_002431475.1	Lachnospiraceae bacterium UBA5881
GCA_002431915.1	Lachnospiraceae bacterium UBA5895
GCA_002432425.1	Lachnospiraceae bacterium UBA5899
GCA_002431865.1	Lachnospiraceae bacterium UBA5902
GCA_002300065.1	Lachnospiraceae bacterium UBA629
GCA_002299665.1	Lachnospiraceae bacterium UBA638
GCA_002437435.1	Lachnospiraceae bacterium UBA6403
GCA_002437385.1	Lachnospiraceae bacterium UBA6419
GCA_002437185.1	Lachnospiraceae bacterium UBA6436
GCA_002299995.1	Lachnospiraceae bacterium UBA645
GCA_002441865.1	Lachnospiraceae bacterium UBA6452
GCA_002439545.1	Lachnospiraceae bacterium UBA6453
GCA_002436585.1	Lachnospiraceae bacterium UBA6480
GCA_002449995.1	Lachnospiraceae bacterium UBA6986
GCA_002449955.1	Lachnospiraceae bacterium UBA6987
GCA_002448395.1	Lachnospiraceae bacterium UBA6998
GCA_002449595.1	Lachnospiraceae bacterium UBA7012
GCA_002448335.1	Lachnospiraceae bacterium UBA7015
GCA_002448265.1	Lachnospiraceae bacterium UBA7020
GCA_002448255.1	Lachnospiraceae bacterium UBA7023
GCA_002494165.1	Lachnospiraceae bacterium UBA7026
GCA_002494135.1	Lachnospiraceae bacterium UBA7027
GCA_002492805.1	Lachnospiraceae bacterium UBA7046
GCA_002493905.1	Lachnospiraceae bacterium UBA7050
GCA_002492725.1	Lachnospiraceae bacterium UBA7054
GCA_002494285.1	Lachnospiraceae bacterium UBA7058
GCA_002493835.1	Lachnospiraceae bacterium UBA7060
GCA_002493625.1	Lachnospiraceae bacterium UBA7076
GCA_002492525.1	Lachnospiraceae bacterium UBA7086
GCA_002492465.1	Lachnospiraceae bacterium UBA7093
GCA_002492425.1	Lachnospiraceae bacterium UBA7096
GCA_002493355.1	Lachnospiraceae bacterium UBA7098
GCA_002492335.1	Lachnospiraceae bacterium UBA7109
GCA_002492295.1	Lachnospiraceae bacterium UBA7110
GCA_002493225.1	Lachnospiraceae bacterium UBA7113
GCA_002493035.1	Lachnospiraceae bacterium UBA7125
GCA_002492105.1	Lachnospiraceae bacterium UBA7133
GCA_002491905.1	Lachnospiraceae bacterium UBA7143
GCA_002491765.1	Lachnospiraceae bacterium UBA7150
GCA_002491645.1	Lachnospiraceae bacterium UBA7155
GCA_002491565.1	Lachnospiraceae bacterium UBA7160
GCA_002491475.1	Lachnospiraceae bacterium UBA7164
GCA_002491465.1	Lachnospiraceae bacterium UBA7165
GCA_002491365.1	Lachnospiraceae bacterium UBA7170
GCA_002491275.1	Lachnospiraceae bacterium UBA7174
GCA_002491195.1	Lachnospiraceae bacterium UBA7179
GCA_002491115.1	Lachnospiraceae bacterium UBA7182
GCA_002490995.1	Lachnospiraceae bacterium UBA7188
GCA_002490835.1	Lachnospiraceae bacterium UBA7196
GCA_002490775.1	Lachnospiraceae bacterium UBA7199
GCA_002490705.1	Lachnospiraceae bacterium UBA7202
GCA_002490665.1	Lachnospiraceae bacterium UBA7205
GCA_002490555.1	Lachnospiraceae bacterium UBA7211
GCA_002490395.1	Lachnospiraceae bacterium UBA7218
GCA_002473385.1	Lachnospiraceae bacterium UBA7225
GCA_002472805.1	Lachnospiraceae bacterium UBA7255
GCA_002474355.1	Lachnospiraceae bacterium UBA7257
GCA_002472585.1	Lachnospiraceae bacterium UBA7264
GCA_002472415.1	Lachnospiraceae bacterium UBA7272
GCA_002472325.1	Lachnospiraceae bacterium UBA7276
GCA_002472245.1	Lachnospiraceae bacterium UBA7279
GCA_002472125.1	Lachnospiraceae bacterium UBA7287
GCA_002472015.1	Lachnospiraceae bacterium UBA7292
GCA_002471945.1	Lachnospiraceae bacterium UBA7294
GCA_002479655.1	Lachnospiraceae bacterium UBA7480
GCA_002478505.1	Lachnospiraceae bacterium UBA7481
GCA_002477915.1	Lachnospiraceae bacterium UBA7575
GCA_002476495.1	Lachnospiraceae bacterium UBA7589
GCA_002474415.1	Lachnospiraceae bacterium UBA7598
GCA_002482065.1	Lachnospiraceae bacterium UBA7725
GCA_002482005.1	Lachnospiraceae bacterium UBA7729
GCA_002481975.1	Lachnospiraceae bacterium UBA7730
GCA_002481825.1	Lachnospiraceae bacterium UBA7738
GCA_002481745.1	Lachnospiraceae bacterium UBA7742
GCA_002481705.1	Lachnospiraceae bacterium UBA7744
GCA_002481615.1	Lachnospiraceae bacterium UBA7749
GCA_002481585.1	Lachnospiraceae bacterium UBA7750
GCA_002481505.1	Lachnospiraceae bacterium UBA7754
GCA_002481385.1	Lachnospiraceae bacterium UBA7759
GCA_002481305.1	Lachnospiraceae bacterium UBA7763
GCA_002481255.1	Lachnospiraceae bacterium UBA7766
GCA_002481215.1	Lachnospiraceae bacterium UBA7767
GCA_002481005.1	Lachnospiraceae bacterium UBA7777
GCA_002480985.1	Lachnospiraceae bacterium UBA7780
GCA_002480895.1	Lachnospiraceae bacterium UBA7783
GCA_002480925.1	Lachnospiraceae bacterium UBA7784
GCA_002293525.1	Lachnospiraceae bacterium UBA935
GCA_002293475.1	Lachnospiraceae bacterium UBA938
GCA_002418095.1	Lactobacillaceae bacterium UBA5802
GCA_002418005.1	Lactobacillaceae bacterium UBA5807
GCA_002417945.1	Lactobacillaceae bacterium UBA5810
GCA_002299975.1	Lactobacillaceae bacterium UBA639
GCA_002316965.1	Lactobacillus acetotolerans
GCA_002410285.1	Lactobacillus acetotolerans
GCA_002400285.1	Lactobacillus acetotolerans
GCA_002400095.1	Lactobacillus acetotolerans
GCA_002409205.1	Lactobacillus acetotolerans
GCA_002408025.1	Lactobacillus acetotolerans
GCA_002427255.1	Lactobacillus acetotolerans
GCA_002424055.1	Lactobacillus acetotolerans
GCA_002423975.1	Lactobacillus acetotolerans
GCA_002426715.1	Lactobacillus acetotolerans
GCA_002397875.1	Lactobacillus acetotolerans
GCA_002397045.1	Lactobacillus acetotolerans
GCA_002397235.1	Lactobacillus acetotolerans
GCA_002398765.1	Lactobacillus acetotolerans
GCA_002399375.1	Lactobacillus acetotolerans
GCA_002399125.1	Lactobacillus acetotolerans
GCA_002300105.1	Lactobacillus amylovorus
GCA_002311795.1	Lactobacillus johnsonii
GCA_002311255.1	Lactobacillus johnsonii
GCA_002311225.1	Lactobacillus johnsonii
GCA_002311195.1	Lactobacillus johnsonii
GCA_002311145.1	Lactobacillus johnsonii
GCA_002358455.1	Lactobacillus murinus
GCA_002358385.1	Lactobacillus murinus
GCA_002490955.1	Lactobacillus murinus
GCA_002398245.1	Lactobacillus plantarum
GCA_002299755.1	Lactobacillus reuteri
GCA_002299385.1	Lactobacillus ruminis
GCA_002418135.1	Lactobacillus sp. UBA5800
GCA_002418055.1	Lactobacillus sp. UBA5804
GCA_002417895.1	Lactobacillus sp. UBA5813
GCA_002417865.1	Lactobacillus sp. UBA5814
GCA_002417825.1	Lactobacillus sp. UBA5815
