genome_name	original_name	genome_size	completeness	redundancy	taxonomy	gtdb_taxonomy	filename
bacteria17275	GCA_002451165.1	2.98	86.26262626262626	5.454545454545454	Nitrospiraceae bacterium UBA6905	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__UBA6898;s__	bacteria17275.fna
bacteria17323	GCA_002452125.1	3.39	99.06759906759906	2.097902097902098	Firmicutes bacterium UBA6827	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	bacteria17323.fna
bacteria17335	GCA_002452365.1	3.05	87.78033794162826	2.2580645161290325	Smithella sp. UBA6798	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__	bacteria17335.fna
bacteria17348	GCA_002452635.1	3.61	83.36072759149681	3.2544378698224854	Desulfovibrionaceae bacterium UBA6814	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__	bacteria17348.fna
bacteria17349	GCA_002452655.1	2.46	82.94024377339524	0.6329113924050633	Firmicutes bacterium UBA6813	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__	bacteria17349.fna
bacteria17529	GCA_002469335.1	 2.1	86.30198915009042	0.6329113924050633	Firmicutes bacterium UBA6800	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__	bacteria17529.fna
bacteria17632	GCA_002471555.1	2.69	54.437869822485204	0.2958579881656805	Desulfovibrio sp. UBA7315	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__	bacteria17632.fna
bacteria17822	GCA_002478265.1	2.34	87.09677419354838	0.8602150537634408	Syntrophaceae bacterium UBA7520	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__	bacteria17822.fna
bacteria17823	GCA_002478275.1	1.81	80	2.3611111111111116	Actinobacteria bacterium UBA7524	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA912;g__;s__	bacteria17823.fna
bacteria17870	GCA_002479215.1	2.98	88.38709677419355	0.6451612903225806	Syntrophaceae bacterium UBA7544	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__	bacteria17870.fna
bacteria18037	GCA_002482545.1	3.58	84.30379746835442	2.848101265822785	Sporomusaceae bacterium UBA7701	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Sporomusales;f__;g__;s__	bacteria18037.fna
bacteria18042	GCA_002482655.1	2.81	70.96774193548387	0	Geobacter sp. UBA7696	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__	bacteria18042.fna
bacteria19726	GCA_003020045.1	3.01	97.31543624161074	0.33557046979865773	Ethanoligenens harbinense YUAN-3 	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__	bacteria19726.fna
bacteria20068	GCA_003132645.1	3.24	85.63218390804599	2.1551724137931036	Actinobacteria bacterium	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__;s__	bacteria20068.fna
bacteria20100	GCA_003133285.1	1.87	85.85317460317461	1.1746031746031744	Coriobacteriia bacterium	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__;g__;s__	bacteria20100.fna
bacteria20231	GCA_003136095.1	6.03	85.14592933947773	1.3133640552995391	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__	bacteria20231.fna
bacteria20275	GCA_003137035.1	5.07	87.81067251461988	2.6315789473684212	Solibacterales bacterium	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__;s__	bacteria20275.fna
bacteria20292	GCA_003138315.1	3.25	94.30875576036868	2.186379928315412	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	bacteria20292.fna
bacteria20309	GCA_003138675.1	3.25	94.2831541218638	1.935483870967742	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	bacteria20309.fna
bacteria20316	GCA_003138835.1	3.41	96.45161290322581	1.6487455197132617	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	bacteria20316.fna
bacteria20330	GCA_003139105.1	3.38	94.19354838709677	1.6487455197132617	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	bacteria20330.fna
bacteria20361	GCA_003139775.1	3.42	96.45161290322581	1.3261648745519712	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	bacteria20361.fna
bacteria20400	GCA_003140615.1	3.18	93.70455709165387	1.3261648745519712	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__	bacteria20400.fna
bacteria20431	GCA_003141275.1	3.05	96.00753524550315	3.4759358288770055	Phycisphaerales bacterium	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__;s__	bacteria20431.fna
bacteria20436	GCA_003141415.1	5.26	92.29635060280222	3.3333333333333335	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	bacteria20436.fna
bacteria20440	GCA_003141495.1	3.51	91.64814814814814	3.2539682539682535	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	bacteria20440.fna
bacteria20442	GCA_003141525.1	4.82	94.77248677248677	2.857142857142857	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	bacteria20442.fna
bacteria20443	GCA_003141555.1	3.79	93.84615384615384	3.4188034188034186	Candidatus Aminicenantes bacterium	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__	bacteria20443.fna
bacteria20444	GCA_003141575.1	5.42	90.41269841269842	9.682539682539682	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	bacteria20444.fna
bacteria20445	GCA_003141595.1	3.74	95.71428571428571	3.0952380952380953	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	bacteria20445.fna
bacteria20451	GCA_003141715.1	 3.7	90.49206349206348	4.285714285714286	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	bacteria20451.fna
bacteria20453	GCA_003141755.1	4.84	93.4867724867725	6.632275132275132	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	bacteria20453.fna
bacteria20458	GCA_003141895.1	4.01	98.7936507936508	2.142857142857143	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	bacteria20458.fna
bacteria20475	GCA_003142255.1	3.73	97.61904761904762	2.142857142857143	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	bacteria20475.fna
bacteria20477	GCA_003142295.1	3.28	92.41935483870968	4.301075268817204	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	bacteria20477.fna
bacteria20480	GCA_003142355.1	6.56	85.58845029239765	3.9473684210526314	Solibacterales bacterium	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__;s__	bacteria20480.fna
bacteria20486	GCA_003142475.1	3.58	97.7959927140255	4.8269581056466295	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	bacteria20486.fna
bacteria20489	GCA_003142535.1	2.93	93.54838709677419	1.2903225806451613	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	bacteria20489.fna
bacteria20491	GCA_003142575.1	3.28	95.61020036429873	5.944692829938732	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	bacteria20491.fna
bacteria20494	GCA_003142635.1	3.47	92.74193548387096	2.17357910906298	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	bacteria20494.fna
bacteria20497	GCA_003142715.1	3.36	91.18397085610201	4.371584699453552	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	bacteria20497.fna
bacteria20503	GCA_003142835.1	2.49	86.03430619559653	1.6129032258064515	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	bacteria20503.fna
bacteria20505	GCA_003142875.1	2.88	94.83870967741936	0.6810035842293907	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	bacteria20505.fna
bacteria20569	GCA_003151775.1	2.95	87.1326164874552	0.6451612903225806	Geobacter sp.	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__;s__	bacteria20569.fna
bacteria20615	GCA_003152715.1	 3.2	93.2258064516129	9.400921658986174	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	bacteria20615.fna
bacteria20622	GCA_003152875.1	3.96	92.16426560688855	3.278688524590164	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__	bacteria20622.fna
bacteria20625	GCA_003152935.1	4.43	78.39442815249267	3.763440860215054	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	bacteria20625.fna
bacteria20631	GCA_003153075.1	2.77	71.31613161316132	0.9900990099009901	Dehalococcoidia bacterium	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	bacteria20631.fna
bacteria20664	GCA_003153725.1	3.74	75.41666666666667	3.4188034188034186	Candidatus Aminicenantes bacterium	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__	bacteria20664.fna
bacteria20666	GCA_003153775.1	3.13	98.06451612903226	1.2903225806451613	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	bacteria20666.fna
bacteria20667	GCA_003153795.1	3.65	93.42440801457195	5.209471766848816	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	bacteria20667.fna
bacteria20671	GCA_003153935.1	1.75	87.53830439223698	0	Elusimicrobia bacterium	d__Bacteria;;c__;o__;f__;g__;s__	bacteria20671.fna
bacteria20672	GCA_003153955.1	2.09	80.88508850885088	0.9900990099009901	Dehalococcoidia bacterium	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	bacteria20672.fna
bacteria20675	GCA_003154025.1	5.73	88.50486431131594	5.161290322580645	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__BSN033;o__;f__;g__;s__	bacteria20675.fna
bacteria20678	GCA_003154095.1	8.66	87.3031233998976	2.096774193548387	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__;g__;s__	bacteria20678.fna
bacteria20685	GCA_003154255.1	3.48	74.50261158594492	1.7806267806267804	Candidatus Aminicenantes bacterium	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__	bacteria20685.fna
bacteria20689	GCA_003154355.1	4.05	71.84065459321214	5.522914218566393	Opitutae bacterium	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__	bacteria20689.fna
bacteria20692	GCA_003154455.1	2.07	85.06350635063507	2.9702970297029703	Dehalococcoidia bacterium	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	bacteria20692.fna
bacteria20693	GCA_003154475.1	1.86	78.63636363636364	0.9090909090909091	Actinobacteria bacterium	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__;g__;s__	bacteria20693.fna
bacteria20695	GCA_003154495.1	1.78	91.52196118488253	4.868913857677902	Elusimicrobia bacterium	d__Bacteria;;c__;o__;f__;g__;s__	bacteria20695.fna
bacteria20697	GCA_003154555.1	3.47	72.98117647058822	2.2666666666666666	Spirochaetaceae bacterium	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__;s__	bacteria20697.fna
bacteria20699	GCA_003154595.1	2.97	87.22872287228724	4.9504950495049505	Dehalococcoidia bacterium	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	bacteria20699.fna
bacteria20700	GCA_003154615.1	5.22	78.12186379928315	2.6036866359447	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__	bacteria20700.fna
bacteria20701	GCA_003154635.1	2.99	87.90382457049124	0.8547008547008547	Actinobacteria bacterium	d__Bacteria;p__Actinobacteriota;c__RBG-13-55-18;o__;f__;g__;s__	bacteria20701.fna
bacteria20706	GCA_003154715.1	2.48	78.05980598059806	9.273927392739274	Dehalococcoidia bacterium	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	bacteria20706.fna
bacteria20707	GCA_003154725.1	3.95	96.45502645502646	1.9047619047619047	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	bacteria20707.fna
bacteria20733	GCA_003155275.1	2.18	85.75757575757576	1.8181818181818181	Actinobacteria bacterium	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__;g__;s__	bacteria20733.fna
bacteria20738	GCA_003155375.1	3.07	71.12903225806451	4.9846390168970816	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__;s__	bacteria20738.fna
bacteria20742	GCA_003155455.1	2.78	87.15571557155717	1.9801980198019802	Dehalococcoidia bacterium	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	bacteria20742.fna
bacteria20744	GCA_003155495.1	3.59	95.01407517800959	4.590163934426229	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	bacteria20744.fna
bacteria20745	GCA_003155505.1	3.94	89.47342275211128	4.371584699453552	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__	bacteria20745.fna
bacteria20749	GCA_003155595.1	5.97	82.37839221710189	2.6036866359447	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__	bacteria20749.fna
bacteria20752	GCA_003155675.1	5.41	76.26984126984127	8.095238095238095	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	bacteria20752.fna
bacteria20754	GCA_003155705.1	 3.2	90.23809523809524	2.777777777777778	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__;s__	bacteria20754.fna
bacteria20803	GCA_003156875.1	2.36	82.20959595959597	1.8181818181818181	Nitrospiraceae bacterium	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	bacteria20803.fna
bacteria20804	GCA_003156895.1	2.87	80.13888888888889	1.3636363636363635	Nitrospiraceae bacterium	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	bacteria20804.fna
bacteria20809	GCA_003157015.1	5.21	98.86772486772485	5.174603174603175	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	bacteria20809.fna
bacteria20812	GCA_003157075.1	4.73	86.32942326490713	4.56989247311828	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	bacteria20812.fna
bacteria20819	GCA_003157225.1	3.55	73.70894909688013	4.597701149425287	Actinobacteria bacterium	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__	bacteria20819.fna
bacteria20828	GCA_003157475.1	 2.7	78.30435502566651	4.754098360655737	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	bacteria20828.fna
bacteria20830	GCA_003157495.1	4.42	89.81755596818834	3.111971411554497	Opitutae bacterium	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__	bacteria20830.fna
bacteria20841	GCA_003157735.1	5.21	85.25089605734767	3.870967741935484	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__	bacteria20841.fna
bacteria20842	GCA_003157745.1	5.82	90.07188109161793	2.6315789473684212	Solibacterales bacterium	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__;s__	bacteria20842.fna
bacteria20845	GCA_003157835.1	3.27	90.26246067229674	2.0036429872495445	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	bacteria20845.fna
bacteria20867	GCA_003158355.1	2.71	84.31313131313131	4.545454545454546	Anaerolineaceae bacterium	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__	bacteria20867.fna
bacteria20869	GCA_003158395.1	5.35	89.64157706093191	4.516129032258065	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__	bacteria20869.fna
bacteria20871	GCA_003158435.1	3.07	82.54125412541255	2.9702970297029703	Dehalococcoidia bacterium	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	bacteria20871.fna
bacteria20876	GCA_003158535.1	2.03	71.96224540486836	1.639344262295082	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	bacteria20876.fna
bacteria20880	GCA_003158615.1	3.56	94	1.8181818181818181	Nitrospiraceae bacterium	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	bacteria20880.fna
bacteria20885	GCA_003158735.1	6.49	89.33691756272401	4.585253456221198	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__	bacteria20885.fna
bacteria20888	GCA_003158775.1	5.33	86.28929851510496	3.870967741935484	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__	bacteria20888.fna
bacteria20889	GCA_003158815.1	3.06	84.07590759075907	4.9504950495049505	Dehalococcoidia bacterium	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	bacteria20889.fna
bacteria20898	GCA_003159015.1	5.58	75.83717357910906	1.3133640552995391	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__	bacteria20898.fna
bacteria20901	GCA_003159065.1	8.33	82.02867383512546	2.455197132616487	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__;g__;s__	bacteria20901.fna
bacteria20914	GCA_003159495.1	3.05	98.87640449438203	2.3132848645076005	candidate division FCPU426 bacterium	d__Bacteria;;c__;o__;f__;g__;s__	bacteria20914.fna
bacteria20931	GCA_003159865.1	2.65	86.64874551971326	0.967741935483871	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	bacteria20931.fna
bacteria21013	GCA_003161685.1	3.46	85.84722222222221	2.095959595959596	Nitrospiraceae bacterium	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	bacteria21013.fna
bacteria21019	GCA_003161895.1	4.48	86.53968253968253	1.7724867724867726	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	bacteria21019.fna
bacteria21020	GCA_003161915.1	2.77	88.21079648948502	2.2354694485842024	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	bacteria21020.fna
bacteria21037	GCA_003162335.1	2.82	87.78877887788778	0.44554455445544555	Dehalococcoidia bacterium	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	bacteria21037.fna
bacteria21049	GCA_003162595.1	3.73	81.26588465298143	3.4946236559139785	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	bacteria21049.fna
bacteria21052	GCA_003162695.1	3.38	96.0200364298725	2.9143897996357007	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	bacteria21052.fna
bacteria21102	GCA_003163755.1	3.28	93.38709677419355	1.3261648745519712	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	bacteria21102.fna
bacteria21130	GCA_003164335.1	3.81	97.73755656108597	2.197802197802198	Fibrobacteres bacterium	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__;g__;s__	bacteria21130.fna
bacteria21162	GCA_003165055.1	3.42	96.45161290322581	1.3261648745519712	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	bacteria21162.fna
bacteria21165	GCA_003165115.1	3.91	77.97619047619047	3.361344537815126	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__;g__;s__	bacteria21165.fna
bacteria21170	GCA_003165235.1	7.07	95.82437275985663	6.465437788018433	Syntrophobacteraceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__;s__	bacteria21170.fna
bacteria21187	GCA_003165595.1	5.39	98.83645765998708	1.6483516483516483	Fibrobacteres bacterium	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__;g__;s__	bacteria21187.fna
bacteria21197	GCA_003165815.1	2.76	77.92114695340501	1.6359447004608294	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	bacteria21197.fna
bacteria21230	GCA_003166505.1	3.13	88.06451612903226	1.3261648745519712	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	bacteria21230.fna
bacteria21278	GCA_003167475.1	2.75	85.24004085801839	2.247191011235955	candidate division FCPU426 bacterium	d__Bacteria;;c__;o__;f__;g__;s__	bacteria21278.fna
bacteria21335	GCA_003168735.1	3.16	91.93548387096774	1.971326164874552	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__	bacteria21335.fna
bacteria21351	GCA_003169075.1	3.15	90.50179211469533	2.2094214029697903	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__	bacteria21351.fna
bacteria21399	GCA_003170055.1	 2.7	88.78787878787878	0.9090909090909091	Nitrospiraceae bacterium	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	bacteria21399.fna
bacteria21401	GCA_003170115.1	4.08	84.97725490196078	2.4	Spirochaetaceae bacterium	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__;s__	bacteria21401.fna
bacteria21402	GCA_003170135.1	 5.8	96.48622981956315	6.267806267806267	Acidobacteria bacterium	d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__;s__	bacteria21402.fna
bacteria21447	GCA_003171175.1	3.76	93.84331797235023	2.7956989247311825	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	bacteria21447.fna
bacteria21452	GCA_003171275.1	5.82	94.6343779677113	7.1225071225071215	Acidobacteria bacterium	d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__;s__	bacteria21452.fna
bacteria22278	GCA_003574175.1	3.73	100	0	Geobacter sulfurreducens 	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__	bacteria22278.fna
bacteria22395	GCA_003612835.1	2.97	97.31543624161074	0.33557046979865773	Ethanoligenens harbinense 	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__	bacteria22395.fna
bacteria22396	GCA_003612855.1	 3.1	97.31543624161074	0.33557046979865773	Ethanoligenens harbinense 	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__	bacteria22396.fna
bacteria22930	GCA_900217235.1	4.22	100	0	Pseudodesulfovibrio profundus 	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__	bacteria22930.fna
bacteria23257	K_DeepCast_100m_m1_199	3.97	85.66308243727599	3.7275985663082434		d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__	bacteria23257.fna
bacteria23258	K_DeepCast_100m_m2_162	3.13	74.61062235255784	3.691756272401434	Bacteroidetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	bacteria23258.fna
