genome_name	original_name	genome_size	completeness	redundancy	NCBI_taxonomy	gtdb_taxonomy	GTDB_phylum	NCBI_phylum
bacteria16068	GCA_002422465.1	2.8	91.95517493	4.944727891	Peptococcaceae bacterium UBA6129	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__DRI-13;g__;s__	Firmicutes_B	Firmicutes
bacteria16099	GCA_002423105.1	3.55	79.8245614	0	Geobacter sp. UBA6151	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__Geobacter_C;s__	Desulfuromonadota	Deltaproteobacteria
bacteria16125	GCA_002423615.1	3.66	93.5483871	2.956989247	Desulfobacteraceae bacterium UBA5616	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria16132	GCA_002423765.1	3.99	92.00903263	3.846153846	Firmicutes bacterium UBA5526	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	Firmicutes_A	Firmicutes
bacteria16150	GCA_002424125.1	3.05	92.84863946	3.656462585	Syntrophomonas sp. UBA5481	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	Firmicutes_B	Firmicutes
bacteria16176	GCA_002424635.1	2.95	70.1754386	0.877192982	Desulfobulbaceae bacterium UBA5611	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2270;s__	Desulfobacterota	Deltaproteobacteria
bacteria16238	GCA_002425885.1	4.11	86.51685393	0	Spirochaetia bacterium UBA5550	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__UBA5550;s__	Spirochaetota	Spirochaetes
bacteria16256	GCA_002426245.1	3.05	95.27089407	2.763605442	Syntrophomonas sp. UBA5504	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	Firmicutes_B	Firmicutes
bacteria16275	GCA_002426625.1	3.09	94.68742992	2.593537415	Syntrophomonas sp. UBA5443	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	Firmicutes_B	Firmicutes
bacteria16369	GCA_002428495.1	2.15	100	0	Synergistaceae bacterium UBA6101	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__	Synergistota	Synergistaceae
bacteria16379	GCA_002428705.1	4.54	100	0	Desulfovibrio sp. UBA6079	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria16382	GCA_002428765.1	2.3	84.52380952	1.420068027	Desulfosporosinus sp. UBA6075	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__	Firmicutes_B	Firmicutes
bacteria16593	GCA_002432985.1	3.34	84.47516641	3.225806452	Syntrophaceae bacterium UBA5828	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__	Desulfobacterota	Deltaproteobacteria
bacteria16738	GCA_002435875.1	2.89	83.85321101	2.47706422	Anaerolineales bacterium UBA6131	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__;s__	Chloroflexota	Chloroflexi
bacteria17013	GCA_002441385.1	2.08	89.71518987	1.380897583	Firmicutes bacterium UBA6245	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__	Firmicutes_B	Firmicutes
bacteria17128	GCA_002448235.1	3.77	92.25806452	1.290322581	Syntrophaceae bacterium UBA6087	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__	Desulfobacterota	Deltaproteobacteria
bacteria17162	GCA_002448905.1	3.49	94.95464853	1.785714286	Desulfobulbaceae bacterium UBA6913	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA5123;s__	Desulfobacterota	Deltaproteobacteria
bacteria17275	GCA_002451165.1	2.98	86.26262626	5.454545455	Nitrospiraceae bacterium UBA6905	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__UBA6898;s__	Nitrospirota	Nitrospirae
bacteria17323	GCA_002452125.1	3.39	99.06759907	2.097902098	Firmicutes bacterium UBA6827	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	Firmicutes_A	Firmicutes
bacteria17335	GCA_002452365.1	3.05	87.78033794	2.258064516	Smithella sp. UBA6798	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__	Desulfobacterota	Deltaproteobacteria
bacteria17348	GCA_002452635.1	3.61	83.36072759	3.25443787	Desulfovibrionaceae bacterium UBA6814	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria17349	GCA_002452655.1	2.46	82.94024377	0.632911392	Firmicutes bacterium UBA6813	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__	Firmicutes_B	Firmicutes
bacteria17529	GCA_002469335.1	2.1	86.30198915	0.632911392	Firmicutes bacterium UBA6800	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__	Firmicutes_B	Firmicutes
bacteria17632	GCA_002471555.1	2.69	54.43786982	0.295857988	Desulfovibrio sp. UBA7315	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__	Desulfobacterota	Deltaproteobacteria
bacteria17822	GCA_002478265.1	2.34	87.09677419	0.860215054	Syntrophaceae bacterium UBA7520	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__	Desulfobacterota	Deltaproteobacteria
bacteria17823	GCA_002478275.1	1.81	80	2.361111111	Actinobacteria bacterium UBA7524	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA912;g__;s__	Actinobacteriota	Actinobacteria
bacteria17870	GCA_002479215.1	2.98	88.38709677	0.64516129	Syntrophaceae bacterium UBA7544	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__	Desulfobacterota	Deltaproteobacteria
bacteria18037	GCA_002482545.1	3.58	84.30379747	2.848101266	Sporomusaceae bacterium UBA7701	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Sporomusales;f__;g__;s__	Firmicutes_C	Firmicutes
bacteria18042	GCA_002482655.1	2.81	70.96774194	0	Geobacter sp. UBA7696	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__	Desulfuromonadota	Deltaproteobacteria
bacteria19726	GCA_003020045.1	3.01	97.31543624	0.33557047	Ethanoligenens harbinense YUAN-3 	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__	Firmicutes_A	Firmicutes
bacteria20068	GCA_003132645.1	3.24	85.63218391	2.155172414	Actinobacteria bacterium	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__;s__	Actinobacteriota	Actinobacteria
bacteria20100	GCA_003133285.1	1.87	85.8531746	1.174603175	Coriobacteriia bacterium	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__;g__;s__	Actinobacteriota	Actinobacteria
bacteria20231	GCA_003136095.1	6.03	85.14592934	1.313364055	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__	Myxococcota	Deltaproteobacteria
bacteria20275	GCA_003137035.1	5.07	87.81067251	2.631578947	Solibacterales bacterium	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__;s__	Acidobacteriota	Acidobacteria
bacteria20292	GCA_003138315.1	3.25	94.30875576	2.186379928	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria20309	GCA_003138675.1	3.25	94.28315412	1.935483871	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria20316	GCA_003138835.1	3.41	96.4516129	1.64874552	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria20330	GCA_003139105.1	3.38	94.19354839	1.64874552	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria20361	GCA_003139775.1	3.42	96.4516129	1.326164875	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria20400	GCA_003140615.1	3.18	93.70455709	1.326164875	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__	Desulfobacterota	Deltaproteobacteria
bacteria20431	GCA_003141275.1	3.05	96.00753525	3.475935829	Phycisphaerales bacterium	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__;s__	Planctomycetota	Planctomycetes
bacteria20436	GCA_003141415.1	5.26	92.2963506	3.333333333	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	Bacteroidota	Bacteroidetes
bacteria20440	GCA_003141495.1	3.51	91.64814815	3.253968254	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	Bacteroidota	Bacteroidetes
bacteria20442	GCA_003141525.1	4.82	94.77248677	2.857142857	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	Bacteroidota	Bacteroidetes
bacteria20443	GCA_003141555.1	3.79	93.84615385	3.418803419	Candidatus Aminicenantes bacterium	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__	Acidobacteriota	Acidobacteria
bacteria20444	GCA_003141575.1	5.42	90.41269841	9.682539683	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	Bacteroidota	Bacteroidetes
bacteria20445	GCA_003141595.1	3.74	95.71428571	3.095238095	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	Bacteroidota	Bacteroidetes
bacteria20451	GCA_003141715.1	3.7	90.49206349	4.285714286	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	Bacteroidota	Bacteroidetes
bacteria20453	GCA_003141755.1	4.84	93.48677249	6.632275132	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	Bacteroidota	Bacteroidetes
bacteria20458	GCA_003141895.1	4.01	98.79365079	2.142857143	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	Bacteroidota	Bacteroidetes
bacteria20475	GCA_003142255.1	3.73	97.61904762	2.142857143	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	Bacteroidota	Bacteroidetes
bacteria20477	GCA_003142295.1	3.28	92.41935484	4.301075269	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria20480	GCA_003142355.1	6.56	85.58845029	3.947368421	Solibacterales bacterium	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__;s__	Acidobacteriota	Acidobacteria
bacteria20486	GCA_003142475.1	3.58	97.79599271	4.826958106	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	Bacteroidota	Bacteroidetes
bacteria20489	GCA_003142535.1	2.93	93.5483871	1.290322581	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria20491	GCA_003142575.1	3.28	95.61020036	5.94469283	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	Bacteroidota	Bacteroidetes
bacteria20494	GCA_003142635.1	3.47	92.74193548	2.173579109	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria20497	GCA_003142715.1	3.36	91.18397086	4.371584699	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	Bacteroidota	Bacteroidetes
bacteria20503	GCA_003142835.1	2.49	86.0343062	1.612903226	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria20505	GCA_003142875.1	2.88	94.83870968	0.681003584	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria20569	GCA_003151775.1	2.95	87.13261649	0.64516129	Geobacter sp.	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__;s__	Desulfuromonadota	Deltaproteobacteria
bacteria20615	GCA_003152715.1	3.2	93.22580645	9.400921659	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria20622	GCA_003152875.1	3.96	92.16426561	3.278688525	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__	Bacteroidota	Bacteroidetes
bacteria20625	GCA_003152935.1	4.43	78.39442815	3.76344086	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	Bacteroidota	Bacteroidetes
bacteria20631	GCA_003153075.1	2.77	71.31613161	0.99009901	Dehalococcoidia bacterium	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	Chloroflexota	Chloroflexi
bacteria20664	GCA_003153725.1	3.74	75.41666667	3.418803419	Candidatus Aminicenantes bacterium	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__	Acidobacteriota	Acidobacteria
bacteria20666	GCA_003153775.1	3.13	98.06451613	1.290322581	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria20667	GCA_003153795.1	3.65	93.42440801	5.209471767	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	Bacteroidota	Bacteroidetes
bacteria20671	GCA_003153935.1	1.75	87.53830439	0	Elusimicrobia bacterium	d__Bacteria;;c__;o__;f__;g__;s__		Elusimicrobia
bacteria20672	GCA_003153955.1	2.09	80.88508851	0.99009901	Dehalococcoidia bacterium	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	Chloroflexota	Chloroflexi
bacteria20675	GCA_003154025.1	5.73	88.50486431	5.161290323	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__BSN033;o__;f__;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria20678	GCA_003154095.1	8.66	87.3031234	2.096774194	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__;g__;s__	Myxococcota	Deltaproteobacteria
bacteria20685	GCA_003154255.1	3.48	74.50261159	1.780626781	Candidatus Aminicenantes bacterium	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__	Acidobacteriota	Acidobacteria
bacteria20689	GCA_003154355.1	4.05	71.84065459	5.522914219	Opitutae bacterium	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__	Verrucomicrobiota	Verrucomicrobia
bacteria20692	GCA_003154455.1	2.07	85.06350635	2.97029703	Dehalococcoidia bacterium	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	Chloroflexota	Chloroflexi
bacteria20693	GCA_003154475.1	1.86	78.63636364	0.909090909	Actinobacteria bacterium	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__;g__;s__	Actinobacteriota	Actinobacteria
bacteria20695	GCA_003154495.1	1.78	91.52196118	4.868913858	Elusimicrobia bacterium	d__Bacteria;;c__;o__;f__;g__;s__		Elusimicrobia
bacteria20697	GCA_003154555.1	3.47	72.98117647	2.266666667	Spirochaetaceae bacterium	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__;s__	Spirochaetota	Spirochaetes
bacteria20699	GCA_003154595.1	2.97	87.22872287	4.95049505	Dehalococcoidia bacterium	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	Chloroflexota	Chloroflexi
bacteria20700	GCA_003154615.1	5.22	78.1218638	2.603686636	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__	Myxococcota	Deltaproteobacteria
bacteria20701	GCA_003154635.1	2.99	87.90382457	0.854700855	Actinobacteria bacterium	d__Bacteria;p__Actinobacteriota;c__RBG-13-55-18;o__;f__;g__;s__	Actinobacteriota	Actinobacteria
bacteria20706	GCA_003154715.1	2.48	78.05980598	9.273927393	Dehalococcoidia bacterium	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	Chloroflexota	Chloroflexi
bacteria20707	GCA_003154725.1	3.95	96.45502646	1.904761905	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	Bacteroidota	Bacteroidetes
bacteria20733	GCA_003155275.1	2.18	85.75757576	1.818181818	Actinobacteria bacterium	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__;g__;s__	Actinobacteriota	Actinobacteria
bacteria20738	GCA_003155375.1	3.07	71.12903226	4.984639017	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__;s__	Desulfobacterota_B	Deltaproteobacteria
bacteria20742	GCA_003155455.1	2.78	87.15571557	1.98019802	Dehalococcoidia bacterium	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	Chloroflexota	Chloroflexi
bacteria20744	GCA_003155495.1	3.59	95.01407518	4.590163934	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	Bacteroidota	Bacteroidetes
bacteria20745	GCA_003155505.1	3.94	89.47342275	4.371584699	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__	Bacteroidota	Bacteroidetes
bacteria20749	GCA_003155595.1	5.97	82.37839222	2.603686636	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__	Myxococcota	Deltaproteobacteria
bacteria20752	GCA_003155675.1	5.41	76.26984127	8.095238095	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	Bacteroidota	Bacteroidetes
bacteria20754	GCA_003155705.1	3.2	90.23809524	2.777777778	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__;s__	Bacteroidota	Bacteroidetes
bacteria20803	GCA_003156875.1	2.36	82.20959596	1.818181818	Nitrospiraceae bacterium	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	Nitrospirota	Nitrospirae
bacteria20804	GCA_003156895.1	2.87	80.13888889	1.363636364	Nitrospiraceae bacterium	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	Nitrospirota	Nitrospirae
bacteria20809	GCA_003157015.1	5.21	98.86772487	5.174603175	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	Bacteroidota	Bacteroidetes
bacteria20812	GCA_003157075.1	4.73	86.32942326	4.569892473	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	Bacteroidota	Bacteroidetes
bacteria20819	GCA_003157225.1	3.55	73.7089491	4.597701149	Actinobacteria bacterium	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__	Actinobacteriota	Actinobacteria
bacteria20828	GCA_003157475.1	2.7	78.30435503	4.754098361	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	Bacteroidota	Bacteroidetes
bacteria20830	GCA_003157495.1	4.42	89.81755597	3.111971412	Opitutae bacterium	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__	Verrucomicrobiota	Verrucomicrobia
bacteria20841	GCA_003157735.1	5.21	85.25089606	3.870967742	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__	Myxococcota	Deltaproteobacteria
bacteria20842	GCA_003157745.1	5.82	90.07188109	2.631578947	Solibacterales bacterium	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__;s__	Acidobacteriota	Acidobacteria
bacteria20845	GCA_003157835.1	3.27	90.26246067	2.003642987	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	Bacteroidota	Bacteroidetes
bacteria20867	GCA_003158355.1	2.71	84.31313131	4.545454545	Anaerolineaceae bacterium	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__	Chloroflexota	Chloroflexi
bacteria20869	GCA_003158395.1	5.35	89.64157706	4.516129032	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__	Myxococcota	Deltaproteobacteria
bacteria20871	GCA_003158435.1	3.07	82.54125413	2.97029703	Dehalococcoidia bacterium	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	Chloroflexota	Chloroflexi
bacteria20876	GCA_003158535.1	2.03	71.9622454	1.639344262	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	Bacteroidota	Bacteroidetes
bacteria20880	GCA_003158615.1	3.56	94	1.818181818	Nitrospiraceae bacterium	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	Nitrospirota	Nitrospirae
bacteria20885	GCA_003158735.1	6.49	89.33691756	4.585253456	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__	Myxococcota	Deltaproteobacteria
bacteria20888	GCA_003158775.1	5.33	86.28929852	3.870967742	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__	Myxococcota	Deltaproteobacteria
bacteria20889	GCA_003158815.1	3.06	84.07590759	4.95049505	Dehalococcoidia bacterium	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	Chloroflexota	Chloroflexi
bacteria20898	GCA_003159015.1	5.58	75.83717358	1.313364055	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__	Myxococcota	Deltaproteobacteria
bacteria20901	GCA_003159065.1	8.33	82.02867384	2.455197133	Myxococcales bacterium	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__;g__;s__	Myxococcota	Deltaproteobacteria
bacteria20914	GCA_003159495.1	3.05	98.87640449	2.313284865	candidate division FCPU426 bacterium	d__Bacteria;;c__;o__;f__;g__;s__		FCPU426
bacteria20931	GCA_003159865.1	2.65	86.64874552	0.967741935	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria21013	GCA_003161685.1	3.46	85.84722222	2.095959596	Nitrospiraceae bacterium	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	Nitrospirota	Nitrospirae
bacteria21019	GCA_003161895.1	4.48	86.53968254	1.772486772	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	Bacteroidota	Bacteroidetes
bacteria21020	GCA_003161915.1	2.77	88.21079649	2.235469449	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	Bacteroidota	Ignavibacteriae
bacteria21037	GCA_003162335.1	2.82	87.78877888	0.445544554	Dehalococcoidia bacterium	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	Chloroflexota	Chloroflexi
bacteria21049	GCA_003162595.1	3.73	81.26588465	3.494623656	Bacteroidales bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	Bacteroidota	Bacteroidetes
bacteria21052	GCA_003162695.1	3.38	96.02003643	2.9143898	Ignavibacteriae bacterium	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	Bacteroidota	Ignavibacteriae
