genome_name	taxonomy
GCA_003073515.1	Salmonella enterica 
GCA_003073535.1	Salmonella enterica 
GCA_003073555.1	Salmonella enterica 
GCA_003073575.1	Salmonella enterica subsp. enterica serovar Montevideo str. 531954 
GCA_003073595.1	Salmonella enterica 
GCA_003073615.1	Pseudomonas aeruginosa 
GCA_003073635.1	Staphylococcus aureus 
GCA_003073655.1	Staphylococcus aureus 
GCA_003073675.1	Klebsiella pneumoniae 
GCA_003073695.1	Pseudomonas aeruginosa 
GCA_003073715.1	Staphylococcus aureus 
GCA_003073735.1	Pseudomonas aeruginosa 
GCA_003073755.1	Staphylococcus aureus 
GCA_003073775.1	Staphylococcus aureus 
GCA_003073795.1	Pseudomonas aeruginosa 
GCA_003073815.1	Escherichia coli 
GCA_003073835.1	Escherichia coli 
GCA_003073875.1	Escherichia coli 
GCA_003073895.1	Pseudomonas aeruginosa 
GCA_003073935.1	Proteus mirabilis 
GCA_003073955.1	Escherichia coli 
GCA_003073995.1	Enterobacter hormaechei 
GCA_003074015.1	Klebsiella pneumoniae 
GCA_003074035.1	Miniimonas sp. S16 
GCA_003074055.1	Streptomyces nigra 
GCA_003074075.1	Klebsiella michiganensis 
GCA_003076275.1	Microbulbifer sp. A4B17 
GCA_003076295.1	Trueperella pyogenes 
GCA_003076315.1	Trueperella pyogenes 
GCA_003076335.1	Clavibacter insidiosus 
GCA_003076355.1	Clavibacter insidiosus 
GCA_003076375.1	Staphylococcus simulans 
GCA_003076415.1	Burkholderia cenocepacia 
GCA_003076435.1	Lactobacillus plantarum 
GCA_003076455.1	Flavobacterium faecale 
GCA_003076475.1	Flavobacterium kingsejongi 
GCA_003076495.1	Weissella cibaria 
GCA_003076535.1	Bacillus velezensis 
GCA_003076555.1	Klebsiella pneumoniae 
GCA_003076795.1	Mycobacterium abscessus 
GCA_003076855.1	Mycobacterium abscessus 
GCA_003076875.1	Mycobacterium abscessus 
GCA_003076895.1	Vibrio parahaemolyticus 
GCA_003085735.1	Vibrio parahaemolyticus 
GCA_003086355.2	Streptococcus sp. Z15 
GCA_003086595.1	Rhodococcus ruber 
GCA_003095635.1	Escherichia coli 
GCA_003095655.1	Dokdonia sp. Dokd-P16 
GCA_003095675.1	Clostridioides difficile 
GCA_003095695.1	Clostridioides difficile 
GCA_003096015.2	Limnobaculum parvum 
GCA_003096035.1	Flavobacterium sp. HYN0059 
GCA_003096055.1	Buchnera aphidicola  
GCA_003096075.1	Dietzia lutea 
GCA_003096095.1	Dietzia psychralcaliphila 
GCA_003096155.1	Staphylococcus simulans 
GCA_003096175.1	Clostridium drakei 
GCA_003096215.1	Bacillus thermoamylovorans 
GCA_003097515.1	Streptomyces sp. HNM0039 
GCA_003097535.1	Flavobacterium sp. HYN0049 
GCA_003097555.1	Staphylococcus nepalensis 
GCA_003097575.1	Helicobacter apodemus 
GCA_003097595.1	Lactobacillus plantarum 
GCA_003097695.1	Vibrio cholerae 
GCA_003099975.1	Buchnera aphidicola  
GCA_003100395.1	Aquabacterium olei 
GCA_003100575.1	Sinorhizobium fredii CCBAU 45436 
GCA_003101015.1	Actinobacillus porcitonsillarum 
GCA_003111645.1	Azoarcus communis 
GCA_003111665.1	Azoarcus communis 
GCA_003111685.1	Yangia pacifica 
GCA_003111705.1	Methylobacterium sp. DM1 
GCA_003111725.1	Staphylococcus aureus 
GCA_003111745.1	Staphylococcus aureus 
GCA_003111765.1	Actinomyces sp. Z16 
GCA_003111785.1	Escherichia coli 
GCA_003112145.1	Escherichia coli O121 str. RM8352 
GCA_003112165.1	Escherichia coli O103 str. RM8385 
GCA_003112185.1	Escherichia coli O26 str. RM8426 
GCA_003112205.1	Escherichia coli O43 str. RM10042 
GCA_003112225.1	Escherichia coli O26 str. RM10386 
GCA_003112245.1	Escherichia coli O111 str. RM9322 
GCA_003119115.1	Azospirillum sp. TSH58 
GCA_003119375.1	Vibrio parahaemolyticus 
GCA_003122105.1	Escherichia coli 
GCA_003122365.1	Streptomyces spongiicola 
GCA_003122385.1	Flavobacterium sp. HYN0056 
GCA_003122405.1	Xanthomonas oryzae pv. oryzae 
GCA_003122425.1	Candidatus Fukatsuia symbiotica 
GCA_003129525.1	Clostridium beijerinckii 
GCA_003130605.1	Salmonella enterica subsp. enterica serovar Montevideo 
GCA_003130705.1	Rhodococcus sp. S2-17 
GCA_003130755.1	Photobacterium damselae 
GCA_003130795.1	Azospirillum thiophilum 
GCA_003143515.1	Massilia oculi 
GCA_003143535.1	Pseudarcicella sp. HME7025 
GCA_003143555.1	Salinimonas sp. HMF8227 
GCA_003143895.1	Acinetobacter nosocomialis 
GCA_003143915.1	Lactobacillus plantarum 
GCA_003144075.1	Listeria monocytogenes 
GCA_003144175.1	Streptococcus suis 
GCA_003146635.1	Klebsiella quasipneumoniae 
GCA_003146655.1	Klebsiella quasipneumoniae 
GCA_003146685.1	Klebsiella quasipneumoniae 
GCA_003146705.1	Serratia marcescens 
GCA_003147545.1	Streptomyces globisporus 
GCA_003147565.1	Mycoplasma synoviae 
GCA_003148355.2	Bacillus subtilis 
GCA_003148385.1	Flavobacterium sp. MEBiC07310 
GCA_003148415.1	Bacillus subtilis subsp. inaquosorum 
GCA_003149495.1	Gemmata obscuriglobus 
GCA_003149515.1	Hymenobacter nivis 
GCA_003149695.1	Bacillus amyloliquefaciens 
GCA_003149715.1	Bacillus amyloliquefaciens 
GCA_003149795.1	Bacillus amyloliquefaciens 
GCA_003150815.1	Escherichia coli 
GCA_003150835.1	Phenylobacterium sp. HYN0004 
GCA_003150855.2	Bacillus velezensis 
GCA_003150935.1	Lactobacillus apis 
GCA_003151025.1	Lactobacillus kullabergensis 
GCA_003151075.1	Pseudomonas sp. 31-12 
GCA_003151175.1	Gammaproteobacteria bacterium ESL0073 
GCA_003151255.1	Microvirga sp. 17 mud 1-3 
GCA_003172975.1	Streptococcus sobrinus 
GCA_003172995.1	Streptococcus sobrinus 
GCA_003173015.1	Deinococcus sp. 17bor-2 
GCA_003173275.1	Streptomyces sp. NEAU-S7GS2 
GCA_003173695.1	Lactobacillus helsingborgensis 
GCA_003173715.1	Methylobacterium sp. 17SD2-17 
GCA_003173735.1	Methylobacterium sp. 17Sr1-43 
GCA_003173755.1	Methylobacterium sp. 17Sr1-28 
GCA_003173775.1	Methylobacterium sp. 17Sr1-1 
GCA_003176795.1	Streptococcus sobrinus 
GCA_003176815.1	Streptococcus sobrinus 
GCA_003176835.1	Lactococcus lactis subsp. lactis 
GCA_003176855.1	Escherichia coli 
GCA_003176915.1	Candidatus Cardinium hertigii 
GCA_003177035.1	Salinisphaera sp. LB1 
GCA_003177055.1	Sinorhizobium fredii CCBAU 25509 
GCA_003177075.1	Lactobacillus paracasei 
GCA_003177235.1	Salmonella enterica 
GCA_003177255.1	Salmonella enterica 
GCA_003180975.1	Escherichia coli 
GCA_003180995.1	Escherichia coli 
GCA_003181015.1	Acinetobacter baumannii 
GCA_003181035.1	Escherichia coli 
GCA_003181055.1	Klebsiella pneumoniae 
GCA_003181075.1	Salmonella enterica 
GCA_003181095.1	Klebsiella pneumoniae 
GCA_003181135.1	Klebsiella pneumoniae 
GCA_003181155.1	Salmonella enterica 
GCA_003181175.1	Klebsiella quasipneumoniae subsp. similipneumoniae 
GCA_003182655.1	Serratia marcescens 
GCA_003183825.1	Gordonia terrae 
GCA_003183845.1	Bradyrhizobium diazoefficiens 
GCA_003184225.1	Bacillus subtilis 
GCA_003184245.1	Bacillus coagulans 
GCA_003184265.1	Acidiferrobacter sp. SPIII 3 
GCA_003184305.1	Lactobacillus brevis 
GCA_003184325.1	Salmonella enterica subsp. enterica serovar Enteritidis 
GCA_003184385.1	Haemophilus influenzae 
GCA_003184405.1	Haemophilus influenzae 
GCA_003184425.1	Salmonella enterica subsp. enterica serovar Enteritidis str. RM2968 
GCA_003184445.1	Bordetella holmesii 
GCA_003184465.1	Bordetella bronchiseptica 
GCA_003184485.1	Bordetella bronchiseptica 
GCA_003184985.1	Staphylococcus aureus 
GCA_003185005.1	Staphylococcus aureus 
GCA_003185725.2	Auritidibacter sp. NML130574 
GCA_003186105.1	Staphylococcus aureus 
GCA_003186125.1	Staphylococcus aureus 
GCA_003186145.1	Streptococcus agalactiae 
GCA_003186185.1	Bordetella bronchiseptica 
GCA_003186205.1	Bordetella bronchiseptica 
GCA_003186225.1	Bordetella parapertussis 
GCA_003186245.1	Bordetella holmesii 
GCA_003186265.1	Bordetella parapertussis 
GCA_003186285.1	Bordetella parapertussis 
GCA_003186305.1	Bordetella parapertussis 
GCA_003186415.1	Enterobacter cloacae 
GCA_003186475.1	Serratia marcescens 
GCA_003186535.1	Klebsiella pneumoniae 
GCA_003186565.1	Enterobacter cloacae 
GCA_003186595.1	Bordetella bronchiseptica 
GCA_003186685.1	Bordetella bronchiseptica 
GCA_003186765.1	Bordetella parapertussis 
GCA_003193645.1	Pseudomonas aeruginosa 
GCA_003193665.1	Staphylococcus aureus 
GCA_003193685.1	Staphylococcus aureus 
GCA_003193705.1	Staphylococcus aureus 
GCA_003193725.1	Staphylococcus aureus 
GCA_003193745.1	Staphylococcus aureus 
GCA_003193765.1	Staphylococcus aureus 
GCA_003193785.1	Staphylococcus aureus 
GCA_003193885.1	Staphylococcus aureus 
GCA_003193965.1	Staphylococcus aureus 
GCA_003194005.1	Staphylococcus aureus 
GCA_003194025.1	Staphylococcus aureus 
GCA_003194045.1	Corynebacterium diphtheriae 
GCA_003194085.1	Aurantimicrobium sp. MWH-Mo1 
GCA_003194225.1	Salmonella enterica subsp. enterica serovar Typhimurium 
GCA_003194245.1	Pseudomonas aeruginosa 
GCA_003194285.1	Klebsiella pneumoniae 
GCA_003194345.1	Escherichia coli 
GCA_003194405.1	Staphylococcus aureus 
GCA_003199005.1	Lactobacillus paracasei 
GCA_003201675.1	Metallosphaera hakonensis 
GCA_003201765.1	Acidianus sulfidivorans JP7 
GCA_003201835.1	Acidianus brierleyi 
GCA_003203435.1	Klebsiella pneumoniae 
GCA_003203455.1	Clostridium perfringens 
GCA_003203475.1	Streptococcus pyogenes 
GCA_003203595.1	Staphylococcus aureus 
GCA_003203615.1	Staphylococcus aureus 
GCA_003203635.1	Staphylococcus aureus 
GCA_003203655.1	Staphylococcus aureus 
GCA_003203675.1	Staphylococcus aureus 
GCA_003203695.1	Pantoea vagans 
GCA_003203755.1	Escherichia coli 
GCA_003204075.1	Serratia marcescens 
GCA_003204095.1	Enterobacter cloacae 
GCA_003204115.1	Proteus mirabilis 
GCA_003204135.1	Providencia rettgeri 
GCA_003204155.1	Escherichia coli 
GCA_003204175.1	Klebsiella pneumoniae 
GCA_003204265.1	Citrobacter sp. CRE-46 
GCA_003204335.1	Pseudomonas aeruginosa 
GCA_003204405.1	Serratia marcescens 
GCA_003204465.1	Klebsiella pneumoniae 
GCA_003204955.1	Escherichia coli 
GCA_003205535.1	Brucella melitensis 
GCA_003205815.1	Pseudomonas sp. R2A2 
GCA_003205835.1	Stenotrophomonas maltophilia 
GCA_003206515.1	Deinococcus actinosclerus 
GCA_003206535.1	Pseudomonas aeruginosa 
GCA_003208035.1	Streptomyces actuosus 
GCA_003209315.1	Psychrobacter sp. YP14 
GCA_003209395.1	Corynebacterium provencense 
GCA_003213395.1	Candidatus Sulcia muelleri 
GCA_003213475.1	Candidatus Sulcia muelleri 
GCA_003213565.1	Candidatus Sulcia muelleri 
GCA_003213655.1	Candidatus Sulcia muelleri 
GCA_003213725.2	Helicobacter cinaedi 
GCA_003213775.1	Candidatus Sulcia muelleri 
GCA_003213825.2	Helicobacter cinaedi 
GCA_003213895.1	Candidatus Sulcia muelleri 
GCA_003214015.1	Candidatus Sulcia muelleri 
GCA_003214135.1	Candidatus Sulcia muelleri 
GCA_003214155.2	Helicobacter cinaedi 
GCA_003214255.1	Candidatus Sulcia muelleri 
GCA_003214365.1	Candidatus Sulcia muelleri 
GCA_003214495.1	Candidatus Sulcia muelleri 
GCA_003214575.1	Candidatus Sulcia muelleri 
GCA_003214655.1	Candidatus Sulcia muelleri 
GCA_003214785.1	Candidatus Sulcia muelleri 
GCA_003214895.1	Candidatus Sulcia muelleri 
GCA_003215035.1	Candidatus Sulcia muelleri 
GCA_003215155.1	Candidatus Sulcia muelleri 
GCA_003215265.1	Candidatus Sulcia muelleri 
GCA_003215395.1	Candidatus Sulcia muelleri 
GCA_003215515.1	Candidatus Sulcia muelleri 
GCA_003226675.1	Erysipelothrix rhusiopathiae 
GCA_003226695.1	Blattabacterium punctulatus 
GCA_003226715.1	Blattabacterium punctulatus 
GCA_003226735.1	Blattabacterium punctulatus 
GCA_003226755.1	Blattabacterium punctulatus 
GCA_003226775.1	Blattabacterium punctulatus 
GCA_003226795.1	Blattabacterium punctulatus 
GCA_003226815.1	Blattabacterium punctulatus 
GCA_003226835.1	Blattabacterium punctulatus 
GCA_003226855.1	Blattabacterium sp.  
GCA_003226875.1	Blattabacterium punctulatus 
GCA_003227955.1	Bacillus anthracis 
GCA_003231095.1	Salmonella enterica subsp. enterica serovar Anatum 
GCA_003231115.1	Escherichia coli 
GCA_003233655.1	Azospirillum sp. M2T2B2 
GCA_003233675.1	Burkholderia sp. JP2-270 
GCA_003233695.1	Lysobacter maris 
GCA_003253775.1	Mycobacterium leprae 
GCA_003253795.1	Hafnia alvei 
GCA_003253815.1	Bacillus licheniformis 
GCA_003254065.1	Escherichia coli 
GCA_003254375.1	Methylobacterium sp. XJLM 
GCA_003254785.1	Lactobacillus curvatus 
GCA_003254805.1	Enterobacter hormaechei subsp. xiangfangensis 
GCA_003254845.1	Leptospira borgpetersenii serovar Hardjo-bovis 
GCA_003255835.1	Leuconostoc mesenteroides 
GCA_003255855.1	Paenibacillus odorifer 
GCA_003255875.1	Lactobacillus fermentum 
GCA_003255895.1	Citrobacter youngae 
GCA_003258315.1	Bradymonas sediminis 
GCA_003258335.1	Acinetobacter radioresistens 
GCA_003258605.2	Streptacidiphilus sp. DSM 106435 
GCA_003258705.1	Arcticibacterium luteifluviistationis 
GCA_003260975.1	Echinicola strongylocentroti 
GCA_003261035.1	Mannheimia varigena 
GCA_003261055.1	Streptomyces sp. ZFG47 
GCA_003261295.1	Polynucleobacter sp. MWH-Creno-4B4 
GCA_003261355.1	Pasteurella multocida 
GCA_003261475.1	Pasteurella multocida 
GCA_003261955.2	Klebsiella pneumoniae 
GCA_003264115.1	Erythrobacter sp. KY5 
GCA_003264255.1	Acinetobacter baumannii 
GCA_003264275.1	Acinetobacter baumannii 
GCA_003264295.1	Acinetobacter baumannii 
GCA_003264775.1	Staphylococcus aureus 
GCA_003264795.1	Oenococcus oeni 
GCA_003264815.1	Staphylococcus aureus 
GCA_003264955.1	Enterobacter cloacae 
GCA_003265005.1	Mycobacterium tuberculosis 
GCA_003265025.1	Prevotella intermedia 
GCA_003265245.1	Shigella sonnei 
GCA_003265265.1	Bacillus velezensis 
GCA_003265285.1	Bacillus subtilis subsp. subtilis 
GCA_003267985.1	Klebsiella pneumoniae 
GCA_003268005.1	Methanosphaera sp. BMS 
GCA_003268595.1	Paraliobacillus sp. X-1125 
GCA_003268615.1	Blattabacterium clevelandi 
GCA_003268635.1	Paenibacillus sp. DCT19 
GCA_003268655.1	Arthrobacter sp. DCT5 
GCA_003268675.1	Streptomyces bacillaris 
GCA_003268695.1	Escherichia coli 
GCA_003268715.1	Lactobacillus paracasei 
GCA_003269405.1	Lactobacillus plantarum 
GCA_003269425.1	Flagellimonas sp. HME9304 
GCA_003269445.1	Mycoplasma cloacale 
GCA_003269465.1	Enterococcus faecium 
GCA_003285045.1	Mycoplasma anseris 
GCA_003285065.1	Mycoplasma anatis 
GCA_003285085.1	Bacillus velezensis 
GCA_003285105.1	Rhodothermaceae bacterium 
GCA_003285145.1	Klebsiella pneumoniae subsp. pneumoniae 
GCA_003285165.1	Klebsiella quasipneumoniae subsp. quasipneumoniae 
GCA_003285185.1	Klebsiella variicola 
GCA_003285225.1	Streptococcus suis 
GCA_003285245.1	Streptococcus suis 
GCA_003285265.1	Paracoccus mutanolyticus 
GCA_003286395.1	Paraburkholderia sp. DCR13 
GCA_003286935.1	Glaesserella parasuis 29755 
GCA_003286955.1	Lactobacillus plantarum 
GCA_003286975.1	Klebsiella pneumoniae subsp. pneumoniae 
GCA_003286995.1	Klebsiella pneumoniae subsp. pneumoniae 
GCA_003287015.1	Moraxella bovis 
GCA_003287125.1	Mycobacterium tuberculosis 
GCA_003287145.1	Mycobacterium tuberculosis 
GCA_003287165.1	Mycobacterium tuberculosis 
GCA_003287185.1	Mycobacterium tuberculosis 
GCA_003287245.1	Escherichia coli 
GCA_003287895.1	Blautia sp. N6H1-15 
GCA_003287995.1	Streptococcus agalactiae 
GCA_003288015.1	Streptococcus agalactiae 
GCA_003288035.1	Streptococcus agalactiae 
GCA_003288055.1	Streptococcus agalactiae 
GCA_003288075.1	Streptococcus agalactiae 
GCA_003288095.1	Rhodococcus biphenylivorans 
GCA_003288115.1	Lactobacillus murinus 
GCA_003288135.1	Lactobacillus murinus 
GCA_003288155.1	Glaesserella parasuis 
GCA_003288175.1	Streptococcus suis 
GCA_003288195.1	Lactobacillus sakei 
GCA_003288235.1	Lactobacillus sakei 
GCA_003288255.1	Clostridiaceae bacterium 14S0207 
GCA_003288275.1	Escherichia coli 
GCA_003288295.1	Escherichia coli 
GCA_003288315.1	Roseovarius sp. AK1035 
GCA_003288335.1	Pseudomonas aeruginosa 
GCA_003288355.1	Pseudomonas aeruginosa 
GCA_003288375.1	Klebsiella pneumoniae 
GCA_003288395.1	Staphylococcus aureus 
GCA_003288415.1	Escherichia coli 
GCA_003288435.1	Pseudomonas aeruginosa 
GCA_003288455.1	Escherichia coli 
GCA_003288475.1	Enterobacter cloacae 
GCA_003288775.1	Acinetobacter baumannii 
GCA_003290205.1	Escherichia coli 
GCA_003290225.1	Pseudomonas sp. LG1E9 
GCA_003290245.1	Kocuria sp. BT304 
GCA_003290265.1	Zoogloea oryzae 
GCA_003290325.1	Salinibacter ruber 
GCA_003290345.1	Brucella abortus 
GCA_003290385.1	Actinobacillus pleuropneumoniae 
GCA_003290405.1	Rhizobium leguminosarum 
GCA_003290425.1	Klebsiella variicola 
GCA_003290445.1	Francisella sp. FDC440 
GCA_003293635.1	Faecalibacterium prausnitzii 
GCA_003293655.1	Mycobacterium tuberculosis 
GCA_003293695.1	Luteimonas sp. 83-4 
GCA_003293715.1	Massilia sp. YMA4 
GCA_003294855.1	Aeromonas caviae 
GCA_003294895.1	Aeromonas caviae 
GCA_003294925.1	Aeromonas caviae 
GCA_003296145.1	Salmonella enterica subsp. enterica serovar Napoli 
GCA_003296175.1	Nitratireductor sp. OM-1 
GCA_003296225.1	Acinetobacter baumannii 
GCA_003308955.1	Escherichia coli 
GCA_003308975.1	Escherichia coli 
GCA_003312465.1	Faecalibacterium prausnitzii 
GCA_003312485.1	Escherichia albertii 
GCA_003312525.1	Escherichia albertii 
GCA_003312545.1	Escherichia albertii 
GCA_003312565.1	Salmonella enterica 
GCA_003312585.1	Vibrio campbellii 
GCA_003312875.1	Amycolatopsis albispora 
GCA_003312895.1	Bacillus amyloliquefaciens 
GCA_003312915.1	Flavobacterium sp. HYN0086 
GCA_003313545.1	Clostridioides difficile 
GCA_003313565.1	Clostridioides difficile 
GCA_003313585.1	Clostridioides difficile 
GCA_003315775.1	Megasphaera hexanoica 
GCA_003316815.1	Escherichia albertii 
GCA_003316895.1	Lactobacillus reuteri 
GCA_003316915.1	Lactobacillus johnsonii 
GCA_003316935.1	Lactobacillus reuteri 
GCA_003316955.1	Lactobacillus salivarius 
GCA_003319215.1	Streptococcus agalactiae 
GCA_003319235.1	Pseudomonas aeruginosa 
GCA_003323795.1	Acetobacter sp. JWB 
GCA_003323815.1	Acinetobacter haemolyticus 
GCA_003323835.1	Raoultella sp. X13 
GCA_003324675.1	Paracoccus sp. SC2-6 
GCA_003324715.1	Rhodobacter sphaeroides 2.4.1 
GCA_003324755.1	Salmonella enterica subsp. enterica 
GCA_003324775.1	Salmonella enterica subsp. enterica 
GCA_003324795.1	Salmonella enterica subsp. enterica 
GCA_003324815.1	Salmonella enterica subsp. enterica 
GCA_003324835.1	Salmonella enterica subsp. enterica 
GCA_003324855.1	Salmonella enterica subsp. enterica 
GCA_003324875.1	Salmonella enterica subsp. enterica 
GCA_003324915.1	Salmonella enterica 
GCA_003324935.1	Salmonella enterica 
GCA_003324955.1	Salmonella enterica 
GCA_003324975.1	Salmonella enterica 
GCA_003324995.1	Salmonella enterica 
GCA_003325015.1	Salmonella enterica 
GCA_003325035.1	Salmonella enterica 
GCA_003325055.1	Salmonella enterica 
GCA_003325075.1	Salmonella enterica 
GCA_003325095.1	Salmonella enterica 
GCA_003325115.1	Salmonella enterica 
GCA_003325135.1	Salmonella enterica 
GCA_003325155.1	Salmonella enterica 
GCA_003325195.1	Salmonella enterica 
GCA_003325215.1	Salmonella enterica 
GCA_003325235.1	Salmonella enterica 
GCA_003325255.1	Salmonella enterica 
GCA_003325275.1	Salmonella enterica 
GCA_003325315.1	Salmonella enterica 
GCA_003325335.1	Salmonella enterica subsp. enterica 
GCA_003325355.1	Runella sp. HYN0085 
GCA_003325375.1	Streptomyces globosus 
GCA_003325395.1	Lactobacillus plantarum 
GCA_003325455.1	Acidipropionibacterium sp. JS278 
GCA_003325475.1	Chromobacterium sp. IIBBL 112-1 
GCA_003325495.1	Chromobacterium sp. IIBBL 274-1 
GCA_003325735.1	Staphylococcus epidermidis 
GCA_003325955.1	Aurantimicrobium sp. MWH-Uga1 
GCA_003325975.1	Escherichia coli 
GCA_003326015.1	Candidatus Thioglobus singularis 
GCA_003330725.1	Acidobacteriaceae bacterium SBC82 
GCA_003330745.1	Paraburkholderia caledonica 
GCA_003330765.1	Burkholderia pyrrocinia 
GCA_003330785.1	Paraburkholderia graminis 
GCA_003330805.1	Paraburkholderia hospita 
GCA_003330825.1	Paraburkholderia terricola 
GCA_003330845.1	Streptomyces sp. Go-475 
GCA_003330865.1	Streptomyces atratus 
GCA_003330885.1	Rhodobiaceae bacterium 
GCA_003330905.1	Staphylococcus aureus 
GCA_003330925.1	Propionibacterium freudenreichii 
GCA_003330945.1	Klebsiella pneumoniae subsp. pneumoniae 
GCA_003330965.1	Bacillus sp. DM2 
GCA_003332325.1	Mycoplasma phocidae 
GCA_003332705.2	Pseudomonas aeruginosa 
GCA_003335165.1	Acinetobacter johnsonii 
GCA_003336325.1	Enterobacteriaceae bacterium w17 
GCA_003336345.1	Enterobacteriaceae bacterium w6 
GCA_003336365.1	Ruegeria sp. NKC1-1 
GCA_003336405.1	Escherichia coli 
GCA_003339525.1	Hydromonas sp. F02 
GCA_003339545.1	Bacillus licheniformis 
GCA_003339775.1	Spiroplasma phoeniceum P40 
GCA_003342655.1	Bifidobacterium longum subsp. longum 
GCA_003342675.1	Haloplanus sp. CBA1112 
GCA_003342695.1	Haloplanus sp. CBA1113 
GCA_003342715.1	Escherichia coli 
GCA_003342735.1	Staphylococcus aureus 
GCA_003342755.1	Intrasporangium calvum 
GCA_003342775.1	Staphylococcus aureus 
GCA_003343225.1	Photorhabdus laumondii subsp. laumondii 
GCA_003343245.1	Photorhabdus laumondii subsp. laumondii 
GCA_003343265.1	Renibacterium salmoninarum 
GCA_003343285.1	Renibacterium salmoninarum 
GCA_003343305.1	Enterococcus gilvus 
GCA_003344445.1	Streptomyces lincolnensis 
GCA_003344465.1	Escherichia coli 
GCA_003344865.1	Euzebya sp. DY32-46 
GCA_003344925.1	Flavobacterium arcticum 
GCA_003344965.1	Streptomyces sp. GSSD-12 
GCA_003345215.1	Deinococcus wulumuqiensis 
GCA_003345235.1	Acinetobacter baumannii 
GCA_003345255.1	Thauera hydrothermalis 
GCA_003345275.1	Enterococcus faecalis 
GCA_003345295.1	Vibrio splendidus 
GCA_003345315.1	Clostridium botulinum 
GCA_003345335.1	Clostridium botulinum 
GCA_003345375.1	Lactobacillus plantarum 
GCA_003346795.1	Lactobacillus fermentum 
GCA_003346835.1	Escherichia coli 
GCA_003347035.1	Humibacter sp. BT305 
GCA_003347055.1	Staphylococcus aureus 
GCA_003347075.1	Salmonella enterica subsp. enterica 
GCA_003347095.1	Francisella sp. 14-2155 
GCA_003347115.1	Francisella sp. MA06-7296 
GCA_003347135.1	Francisella sp. PA05-1188 
GCA_003350945.1	Clostridium perfringens 
GCA_003351365.1	Micromonospora aurantiaca 
GCA_003351385.1	Escherichia coli 
GCA_003351405.1	Haemophilus haemolyticus 
GCA_003351425.1	Haemophilus influenzae 
GCA_003351445.1	Haemophilus influenzae 
GCA_003351465.1	Haemophilus influenzae 
GCA_003351485.1	Escherichia coli 
GCA_003351525.1	Streptococcus pneumoniae 
GCA_003351545.1	Neisseria elongata 
GCA_003351565.1	Neisseria lactamica 
GCA_003351585.1	Haemophilus influenzae 
GCA_003351605.1	Haemophilus influenzae 
GCA_003351625.1	Haemophilus haemolyticus 
GCA_003351645.1	Streptococcus pneumoniae 
GCA_003351665.1	Neisseria subflava 
GCA_003351685.1	Neisseria elongata 
GCA_003351705.1	Streptococcus pneumoniae 
GCA_003351725.1	Streptococcus pneumoniae 
GCA_003351745.1	Moraxellaceae bacterium HYN0046 
GCA_003351765.1	Ornithinimicrobium sp. AMA3305 
GCA_003351785.1	Sporosarcina sp. PTS2304 
GCA_003351805.1	Lactobacillus delbrueckii subsp. bulgaricus 
GCA_003351825.1	Xanthomonas oryzae pv. oryzae 
GCA_003351845.1	Xanthomonas oryzae pv. oryzae 
GCA_003351885.1	Vibrio parahaemolyticus 
GCA_003351905.1	Cardinium endosymbiont of Sogatella furcifera 
GCA_003351925.1	Staphylococcus aureus 
GCA_003351945.1	Gemella sp. ND 6198 
GCA_003351965.1	Bacillus megaterium 
GCA_003351985.1	Oceanobacillus sp. 143 
GCA_003352005.1	Oceanobacillus sp. 160 
GCA_003352045.1	Sulfitobacter sp. JL08 
GCA_003352065.1	Sulfitobacter sp. SK011 
GCA_003352085.1	Sulfitobacter sp. SK012 
GCA_003352105.1	Sulfitobacter sp. SK025 
GCA_003352125.1	Lactobacillus plantarum 
GCA_003352165.1	Acidisphaera sp. G45-3 
GCA_003352185.1	Pseudomonas kribbensis 
GCA_003352205.1	Streptococcus suis 
GCA_003352225.1	Streptococcus suis 
GCA_003352345.1	Haemophilus influenzae 
GCA_003352365.1	Haemophilus influenzae 
GCA_003352385.1	Haemophilus haemolyticus 
GCA_003352405.1	Haemophilus influenzae 
GCA_003352425.1	Escherichia coli 
GCA_003352445.1	Streptomyces cavourensis 
GCA_003352465.1	Kordia sp. SMS9 
GCA_003352785.1	Xylella taiwanensis 
GCA_003352995.1	Streptococcus pluranimalium 
GCA_003353065.1	Bacteroidetes bacterium Omega 
GCA_003353455.1	Lactobacillus rhamnosus GG 
GCA_003354245.1	Edwardsiella tarda 
GCA_003354545.1	Staphylococcus aureus 
GCA_003354565.1	Staphylococcus aureus 
GCA_003354585.1	Staphylococcus aureus 
GCA_003354605.1	Staphylococcus aureus 
GCA_003354625.1	Staphylococcus aureus 
GCA_003354645.1	Staphylococcus aureus 
GCA_003354665.1	Staphylococcus aureus 
GCA_003354685.1	Staphylococcus aureus 
GCA_003354705.1	Staphylococcus aureus 
GCA_003354725.1	Staphylococcus aureus 
GCA_003354745.1	Staphylococcus aureus 
GCA_003354765.1	Staphylococcus aureus 
GCA_003354785.1	Staphylococcus aureus 
GCA_003354805.1	Staphylococcus aureus 
GCA_003354825.1	Streptococcus pneumoniae 
GCA_003354845.1	Acinetobacter pittii 
GCA_003354865.1	Staphylococcus aureus 
GCA_003354885.1	Staphylococcus aureus 
GCA_003354905.1	Staphylococcus aureus 
GCA_003354925.1	Staphylococcus aureus 
GCA_003354945.1	Staphylococcus aureus 
GCA_003354965.1	Staphylococcus aureus 
